Mean temperature (°C),Mean precipitation (mm),Mean relative humidity (%),Urban population (%),GDP per capita (PPP),International tourism arrivals,International tourism departures,Population density (people/km²),Population size,Log incidence rate,meanshift_cluster
17.4,264.54,50.02,31.353,16149.92825119405,8492220.782080764,10890109.50999668,28.8992382488686,13044254.0,0.0,0
17.14,407.46,57.91,31.862,16149.92825119405,8492220.782080764,10890109.50999668,29.6616279069767,13381880.0,0.0,0
17.71,249.62,52.03,32.377,16149.92825119405,8492220.782080764,10890109.50999668,30.4634695523592,13738502.0,0.0,0
17.16,405.06,54.47,32.896,16149.92825119405,8492220.782080764,10890109.50999668,31.294920912309,14109755.0,0.0,0
17.39,380.43,54.65,33.419,16149.92825119405,8492220.782080764,10890109.50999668,32.1456714612179,14490078.0,0.0,0
17.32,456.88,57.76,33.946,16149.92825119405,8492220.782080764,10890109.50999668,33.0112806380786,14876982.0,0.0,0
17.76,350.96,52.81,34.477,16149.92825119405,8492220.782080764,10890109.50999668,33.8966908634673,15274350.0,0.0,0
16.48,439.22,57.05,35.012,16149.92825119405,8492220.782080764,10890109.50999668,34.7878859165658,15677300.0,0.0,0
15.9,447.58,59.03,35.675,16149.92825119405,8492220.782080764,10890109.50999668,35.6783886723126,16081438.0,0.0,0
17.21,328.02,55.19,36.349,16149.92825119405,8492220.782080764,10890109.50999668,36.5813779968631,16489452.000000002,0.0,0
16.91,276.96,53.34,37.029,16149.92825119405,8492220.782080764,10890109.50999668,37.4946045261035,16902384.0,0.0,0
17.04,305.42,52.58,37.714,16149.92825119405,8492220.782080764,10890109.50999668,38.428828142505,17325325.0,0.0,0
16.43,407.9,57.02,38.405,16149.92825119405,8492220.782080764,10890109.50999668,39.3775084024199,17756516.0,0.0,0
17.36,311.62,53.52,39.099,16149.92825119405,8492220.782080764,10890109.50999668,40.3646784673986,18206472.0,0.0,0
17.61,270.02,53.01,39.798,16149.92825119405,8492220.782080764,10890109.50999668,41.4012659645978,18679859.0,0.0,0
17.38,342.6,54.08,40.502,16149.92825119405,8492220.782080764,10890109.50999668,42.4727515124356,19167661.0,0.0,0
17.8,302.14,53.16,41.21,16149.92825119405,8492220.782080764,10890109.50999668,43.6028299350213,19678444.0,0.0,0
18.05,206.16,49.52,41.92,16149.92825119405,8492220.782080764,10890109.50999668,44.7801949361416,20208260.0,0.0,0
17.37,306.91,52.89,42.634,16149.92825119405,8492220.782080764,10890109.50999668,45.9787542012099,20746765.0,0.0,0
18.43,222.65,49.02,43.347,16149.92825119405,8492220.782080764,10890109.50999668,47.1895496302935,21287381.0,0.0,0
17.56,245.17,50.84,44.063,16149.92825119405,8492220.782080764,10890109.50999668,48.3839973112256,21817271.0,0.0,0
18.03,322.16,51.96,44.779,16149.92825119405,8492220.782080764,10890109.50999668,49.5495249831952,22335077.0,0.0,0
17.56,287.47,54.13,45.498,16149.92825119405,8492220.782080764,10890109.50999668,50.6403831503473,22824446.0,0.0,0
18.58,319.56,53.39,46.219,16149.92825119405,8492220.782080764,10890109.50999668,51.6567152139816,23279935.0,0.0,0
17.99,318.06,53.96,46.943,16149.92825119405,8492220.782080764,10890109.50999668,52.6563387855702,23720590.0,0.0,0
18.04,394.3,55.23,47.666,16149.92825119405,8492220.782080764,10890109.50999668,53.6397356038539,24148104.0,0.0,0
18.33,269.02,53.63,48.391,2776.82250976563,8492220.782080764,10890109.50999668,54.6169639256106,24570814.0,0.0,0
17.28,319.83,54.39,49.117,3025.00708007813,8492220.782080764,10890109.50999668,55.5657943087609,24988083.0,0.0,0
17.25,224.07,51.85,49.844,2979.068359375,8492220.782080764,10890109.50999668,56.492198073045,25400676.0,0.0,0
17.07,284.97,53.98,50.569,2979.28686523438,8492220.782080764,10890109.50999668,57.3932018821421,25806777.0,0.0,0
18.34,245.24,52.16,51.295,3314.78149414063,8492220.782080764,10890109.50999668,58.2586197624916,26201551.0,0.0,0
18.47,272.46,51.82,51.692,3152.42724609375,2752000.0,1317000.0,59.1517566659198,26599048.0,0.0,0
17.8,494.16,56.13,52.022,3551.25610351563,2856000.0,1212000.0,60.0674591082232,26999093.0,0.0,0
18.39,331.21,54.28,52.35,3502.00805664063,3203000.0,1203000.0,60.975435805512,27397118.0,0.0,0
18.64,228.15,50.7,52.678,3740.35913085938,3267000.0,1275000.0,61.8903159309881,27791825.0,0.0,0
18.21,252.65,52.35,53.007,3800.6298828125,4088000.0,1545000.0,62.798967062514,28176997.0,0.0,0
18.45,222.66,49.11,53.335,3930.22314453125,4458000.0,1508000.0,63.6868362088281,28554415.0,0.0,0
19.15,176.01,48.96,53.662,4268.86962890625,4596000.0,1701000.0,64.5633945776384,28930097.0,0.0,0
18.59,297.84,51.54,53.99,4436.4287109375,4709000.0,1533000.0,65.4226798117858,29301817.0,0.0,0
18.69,329.75,52.76,54.317,4741.0615234375,5021000.0,1612000.0,66.2590522070356,29661270.0,0.0,0
18.2,251.48,52.37,54.644,5024.6943359375,5732000.0,1603000.0,67.1140891776832,30033125.0,0.0,0
18.5,199.34,50.5,55.174,5274.74169921875,6077000.0,2247000.0,68.0218328478602,30431902.0,0.0,0
18.58,319.77,53.2,55.746,5780.6181640625,6777000.0,2135000.0,68.9472955411158,30833022.0,0.0,0
18.28,228.99,49.78,56.317,6057.935546875,7701000.0,2669000.0,69.8778131301815,31232633.0,0.0,0
18.14,341.13,52.17,56.886,6437.0634765625,8209000.0,3421000.0,70.8195541115841,31634992.0,0.0,0
18.78,350.0,51.76,57.452,6628.57666015625,8661000.0,2293000.0,71.7696123683621,32042877.0,0.0,0
19.2,426.65,53.43,58.018,6848.66748046875,9752000.0,2175000.0,72.7470669952946,32464865.0,0.0,0
18.6,323.61,51.26,58.581,7274.1474609375,9784000.0,2378000.0,73.745435805512,32903699.0,0.0,0
18.63,267.84,48.26,59.142,7307.6123046875,9830000.0,2323000.0,74.7372641720816,33352169.0,0.0,0
18.51,258.59,48.92,59.7,7542.0986328125,10349000.0,2195000.0,75.7059623571589,33803527.0,0.0,0
18.79,353.52,50.81,60.256,7237.27734375,10507000.0,1850000.0,76.6407797445664,34248603.0,0.0,0
18.8,258.6,49.55,60.809,7799.09228515625,10542000.0,1910000.0,77.5433295989245,34680458.0,0.0,0
19.02,280.21,48.84,61.36,7853.17626953125,10677000.0,1864000.0,78.4751445216222,35107264.0,0.0,0
19.62,179.21,43.65,61.908,8115.12060546875,11540000.0,1849000.0,79.4227918440511,35528115.0,0.0,0
17.99,401.41,53.01,62.453,7801.0986328125,12489000.0,1923000.0,80.3041900067219,35927511.0,0.0,0
18.95,212.02,46.06,62.994,8046.22900390625,13109000.0,2009000.0,81.1357786242438,36304408.0,0.0,0
19.52,212.84,46.42,63.532,7704.84912109375,2802000.0,646000.0,81.9722339233699,36688772.0,0.0,0
19.21,230.42,47.78,64.065,8623.265625,8492220.782080764,10890109.50999668,82.8017969975353,37076584.0,0.0,0
19.83,206.81,45.04,64.596,9283.92578125,8492220.782080764,10890109.50999668,83.6411920233027,37457971.0,0.0,0
9.73,364.59,67.74,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2370311.0,0.0,0
10.23,382.59,68.63,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2430564.0,0.0,0
9.58,511.36,69.62,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2494779.0,0.0,0
8.71,452.41,68.55,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2563596.0,0.0,0
8.29,464.41,72.09,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2637036.0,0.0,0
9.09,666.98,74.4,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2714714.0,0.0,0
7.86,500.18,70.79,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2795865.0,0.0,0
9.61,434.14,71.91,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2879651.0,0.0,0
9.58,555.24,72.35,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2964841.0,0.0,0
9.11,521.35,72.51,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3049756.0,0.0,0
10.06,577.04,74.62,23.424,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3133267.0,0.0,0
9.82,509.99,72.93,24.216,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3213979.0,0.0,0
9.48,593.02,75.2,25.027,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3289324.0,0.0,0
8.74,539.38,69.37,25.856,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3358162.0,0.0,0
8.9,568.44,73.99,26.703,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3420198.0,0.0,0
8.47,575.3,74.58,27.566,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3476796.0,0.0,0
10.31,824.49,77.4,28.447,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3529794.0,0.0,0
9.72,534.37,72.55,29.345,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3579245.0,0.0,0
9.53,663.84,72.7,30.26,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3625655.0,0.0,0
8.16,669.37,73.79,31.189,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3669484.0,0.0,0
9.63,761.74,75.33,32.068,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3711140.0,0.0,0
9.44,830.32,75.31,32.879,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3751337.0,0.0,0
9.28,839.06,75.92,33.701,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3790996.0,0.0,0
9.0,523.55,71.63,34.531,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3831275.0,0.0,0
9.61,652.41,74.17,35.372,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3872281.0,0.0,0
10.7,517.59,71.58,36.222,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3913586.0,0.0,0
8.27,619.46,74.79,37.082,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3954568.0,0.0,0
9.34,588.16,75.73,37.948,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3994206.0,0.0,0
8.67,757.87,77.02,38.822,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4031772.0,0.0,0
9.67,692.53,74.34,39.64,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4067626.0,0.0,0
8.06,854.34,79.44,40.387,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4103240.0,0.0,0
9.53,794.83,76.35,41.136,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4139685.999999999,0.0,0
9.57,587.39,75.03,41.891,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4178054.0,0.0,0
10.25,470.62,70.55,42.649,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4218421.0,0.0,0
9.06,721.56,76.8,43.412,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4259952.0,0.0,0
7.85,657.69,76.6,44.176,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4300695.0,0.0,0
9.46,446.57,71.5,44.944,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4343283.0,0.0,0
8.08,577.97,74.26,45.714,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4388482.0,0.0,0
9.0,737.26,76.56,46.488,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4428709.0,0.0,0
10.81,615.18,73.33,46.856,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4459384.0,0.0,0
11.03,477.69,69.83,46.762,6894.51372311501,8492220.782080764,10890109.50999668,257.6040620983959,4480199.0,0.0,0
9.25,718.61,78.45,46.669,5979.90789149703,8492220.782080764,10890109.50999668,257.6040620983959,4490928.0,0.0,0
9.78,522.76,71.83,46.575,4337.24680142332,8492220.782080764,10890109.50999668,103.841049221444,4494902.0,0.0,0
9.11,602.0,72.16,46.481,4394.14185934344,8492220.782080764,10890109.50999668,103.37881682704,4493689.0,0.0,0
10.91,453.88,69.42,46.387,3110.82300811002,8492220.782080764,10890109.50999668,103.094311429266,4482508.0,0.0,0
9.67,644.04,74.28,46.294,3145.94580506076,32000.0,10890109.50999668,102.659297111273,4461232.0,0.0,0
8.73,733.72,75.87,46.2,3021.30988328912,29000.0,10890109.50999668,102.453957659819,4430195.0,0.0,0
8.99,701.39,74.96,45.797,3135.60702538201,21000.0,10890109.50999668,102.111242480092,4393790.0,0.0,0
9.83,637.26,74.09,45.394,2964.60151655769,19000.0,10890109.50999668,102.105506661565,4353534.0,0.0,0
10.76,606.89,74.29,44.992,2909.85034994916,14000.0,10890109.50999668,101.980791314333,4303938.0,0.0,0
11.01,546.2,70.66,44.589,3044.67050577829,18000.0,10890109.50999668,101.844482362364,4251573.0,0.0,0
10.12,633.19,71.87,44.189,3310.52882631493,16000.0,10890109.50999668,101.616986454017,4200501.0,0.0,0
10.58,579.27,70.43,43.789,3632.61091824739,18000.0,10890109.50999668,101.381934046035,4147642.0,0.0,0
9.68,493.79,69.73,43.389,3959.95150992652,21000.0,10890109.50999668,101.132058382973,4093982.0,0.0,0
10.16,583.48,70.26,42.99,4378.17475787963,69000.0,10890109.50999668,100.846989588049,4046996.0,0.0,0
10.2,657.98,70.66,42.775,4865.93456424698,67000.0,10890109.50999668,100.566888293243,4001382.0,0.0,0
9.92,544.34,71.99,42.744,5271.38970423064,63000.0,10890109.50999668,100.287778048526,3942748.0,0.0,0
11.81,514.56,65.09,42.713,5589.56850765202,70000.0,10890109.50999668,100.055661920841,3876843.0,0.0,0
11.13,648.91,70.73,42.682,6153.35152138081,73000.0,10890109.50999668,99.8653879625439,3812422.0,0.0,0
11.09,446.12,68.98,42.651,5827.17888885563,60000.0,93300.0030517578,99.739374107982,3749492.0,0.0,0
10.53,744.21,74.6,42.62,6323.06287899041,64000.0,117199.996948242,99.7787848154216,3678186.0,0.0,0
10.33,428.26,69.82,42.589,6832.94156502961,75000.0,136100.006103516,99.7210931780946,3595126.0,0.0,0
11.06,534.4,68.17,42.558,7254.66249032313,89000.0,146800.003051758,99.6732759521901,3507191.0,0.0,0
11.06,634.3,73.16,42.527,8232.5238047368,95599.9984741211,157600.006103516,99.5771842462653,3416530.0,0.0,0
10.8,602.51,71.3,42.496,8643.06431435343,93900.0015258789,180600.006103516,99.5164884911377,3338336.0,0.0,0
11.82,476.68,66.86,42.49,9197.61838204272,94400.0015258789,189800.003051758,98.7560678343838,3277388.0,0.0,0
11.14,651.6,69.97,42.511,10325.8404896126,121000.0,177000.0,97.614165825121,3225123.0,0.0,0
11.05,573.48,70.0,42.557,11252.1135465283,145000.0,229000.0,95.9093883802694,3180506.0,0.0,0
10.99,507.56,71.41,42.629,11868.1955463223,160000.0,264000.0,94.2543946689506,3141837.0,0.0,0
11.91,450.4,70.39,42.726,13413.2232935126,174000.0,311000.0,92.756093569939,3109491.0,0.0,0
12.19,484.69,66.03,42.849,13527.4413130967,29000.0,75000.0,91.7473260542588,3084847.0,0.0,0
10.2,628.61,72.93,42.998,15682.0703284653,8492220.782080764,10890109.50999668,90.110355122019,3061506.0,0.0,0
11.39,430.02,66.43,43.173,16381.3068315541,8492220.782080764,10890109.50999668,88.0236014898876,3272996.0,0.0,0
21.33,1593.3,72.51,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3953896.0,0.0,0
21.78,1288.06,70.55,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4050682.0,0.0,0
21.55,1733.89,74.28,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4149956.0,0.0,0
21.65,1720.85,73.89,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4252319.0,0.0,0
21.61,1442.16,72.12,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4358096.0,0.0,0
21.46,1380.32,71.93,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4467590.0,0.0,0
21.55,1289.6,70.24,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4580880.0,0.0,0
21.85,1329.32,70.45,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4698038.0,0.0,0
21.68,1639.34,72.51,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4819228.0,0.0,0
21.73,1486.9,71.2,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4944333.0,0.0,0
21.69,1275.37,70.91,10.642,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5073342.0,0.0,0
22.1,1381.0,72.32,10.971,16149.92825119405,8492220.782080764,10890109.50999668,9.02114729855212,5206240.0,0.0,0
21.57,1362.36,71.1,11.309,16149.92825119405,8492220.782080764,10890109.50999668,9.25843450149603,5343116.0,0.0,0
21.49,1322.37,71.85,11.657,16149.92825119405,8492220.782080764,10890109.50999668,9.5009543625546,5484252.0,0.0,0
21.43,1229.87,70.1,12.014,16149.92825119405,8492220.782080764,10890109.50999668,9.74973862503009,5630024.0,0.0,0
21.07,1440.47,72.05,12.379,16149.92825119405,8492220.782080764,10890109.50999668,10.0063899301854,5780453.0,0.0,0
21.8,1167.79,70.52,12.747,16149.92825119405,8492220.782080764,10890109.50999668,10.273203906868,5936460.0,0.0,0
21.86,1546.38,74.63,13.074,16149.92825119405,8492220.782080764,10890109.50999668,10.5521305499192,6099529.0,0.0,0
21.57,1395.48,72.26,13.41,16149.92825119405,8492220.782080764,10890109.50999668,10.8444698558999,6270528.0,0.0,0
22.09,1505.04,73.8,13.751,16149.92825119405,8492220.782080764,10890109.50999668,11.1509371668329,6450324.0,0.0,0
21.84,1378.61,72.88,14.1,16149.92825119405,8492220.782080764,10890109.50999668,11.4729906799188,6639751.0,0.0,0
21.59,1564.04,73.77,14.526,16149.92825119405,8492220.782080764,10890109.50999668,11.8115142552533,6840457.0,0.0,0
21.93,1737.07,75.14,14.964,16149.92825119405,8492220.782080764,10890109.50999668,12.1649379234446,7051090.0,0.0,0
22.12,1657.12,73.74,15.411,16149.92825119405,8492220.782080764,10890109.50999668,12.53232451766,7268560.0,0.0,0
21.62,1403.29,74.92,15.869,16149.92825119405,8492220.782080764,10890109.50999668,12.9135158372597,7491935.0,0.0,0
21.58,1500.99,74.33,16.334,16149.92825119405,8492220.782080764,10890109.50999668,13.3083468033153,7720858.0,0.0,0
22.04,1443.06,74.13,16.755,16149.92825119405,8492220.782080764,10890109.50999668,13.7167365959349,7955197.0,0.0,0
22.37,1550.08,73.62,17.184,16149.92825119405,8492220.782080764,10890109.50999668,14.1387350827114,8195142.0,0.0,0
22.34,1302.85,73.16,17.622,16149.92825119405,8492220.782080764,10890109.50999668,14.5748598548681,8440920.0,0.0,0
22.19,1341.98,73.02,18.068,16149.92825119405,8492220.782080764,10890109.50999668,15.0249011246002,8692288.0,0.0,0
22.2,1369.04,73.07,18.524,16149.92825119405,8492220.782080764,10890109.50999668,15.4865219933281,8948162.0,0.0,0
22.07,1379.28,74.18,18.988,16149.92825119405,8492220.782080764,10890109.50999668,15.9559290848437,9207310.0,0.0,0
22.06,1688.39,74.93,19.461,16149.92825119405,8492220.782080764,10890109.50999668,16.4351050658596,9470990.0,0.0,0
22.47,1419.63,73.03,19.943,16149.92825119405,8492220.782080764,10890109.50999668,16.9258245348557,9740088.0,0.0,0
21.78,1697.82,74.85,20.434,16149.92825119405,8492220.782080764,10890109.50999668,17.4270901399732,10015017.0,0.0,0
21.82,1435.12,73.41,20.933,16149.92825119405,8492220.782080764,10890109.50999668,17.9405406334904,10297746.0,0.0,0
21.85,1454.49,73.32,21.442,16149.92825119405,8492220.782080764,10890109.50999668,18.4628004952368,10588428.0,0.0,0
22.5,1185.98,72.82,21.959,16149.92825119405,8492220.782080764,10890109.50999668,18.9966141623964,10890514.0,0.0,0
22.48,1305.92,71.4,22.487,16149.92825119405,8492220.782080764,10890109.50999668,19.5506104481205,11206788.0,0.0,0
22.15,1552.02,72.73,23.021,16149.92825119405,8492220.782080764,10890109.50999668,20.1275888159026,11536734.0,0.0,0
22.36,1175.91,70.8,23.566,1165.82092415974,8492220.782080764,10890109.50999668,20.7305413213193,11882762.0,0.0,0
22.31,1323.63,71.55,24.119,1095.98699621764,8492220.782080764,10890109.50999668,21.3595143928191,12245260.0,0.0,0
22.12,1229.07,71.19,24.681,1100.57896845785,8492220.782080764,10890109.50999668,22.0120198094714,12623342.0,0.0,0
22.09,1317.76,71.77,25.251,1115.76728425393,8492220.782080764,10890109.50999668,22.6937871857482,13020100.0,0.0,0
22.2,1589.56,73.1,25.536,1104.26113399779,8492220.782080764,10890109.50999668,23.409997592599,13436122.0,0.0,0
22.44,1423.97,71.95,25.796,1110.65249220422,115000.0,39000.0,24.1621814492554,13869138.0,0.0,0
22.25,1419.6,72.17,26.058,1118.76916212207,8492220.782080764,10890109.50999668,24.9522148089555,14317454.0,0.0,0
22.39,1505.93,72.78,26.321,1142.30166094868,8492220.782080764,10890109.50999668,25.7777865667022,14778902.0,0.0,0
22.69,1459.85,72.31,26.586,1161.75088848956,8492220.782080764,10890109.50999668,26.6350792722771,15250934.0,0.0,0
22.33,1138.91,71.12,26.853,1194.15024666731,8492220.782080764,10890109.50999668,27.5140248306221,15730884.0,0.0,0
22.37,1470.13,72.39,27.121,1235.78733942101,8492220.782080764,10890109.50999668,28.4010351824466,16216431.0,0.0,0
22.56,1294.66,72.1,27.391,1298.56378867522,8492220.782080764,10890109.50999668,29.2893678852701,16709665.0,0.0,0
22.63,1483.8,72.31,27.663,1121.08749552548,8492220.782080764,10890109.50999668,30.1783419885133,17211934.0,0.0,0
22.6,1561.3,73.17,27.936,1218.83563167756,8492220.782080764,10890109.50999668,31.075857206727,17724310.0,0.0,0
22.6,1634.99,72.26,28.211,1279.54611060172,8492220.782080764,10890109.50999668,31.9954053031606,18250774.0,0.0,0
22.61,1248.55,71.56,28.814,1342.5192993559,8492220.782080764,10890109.50999668,32.946498951061,18792171.0,0.0,0
22.84,1207.16,71.29,29.425,1416.40465945701,8492220.782080764,10890109.50999668,33.9287220139629,19350299.0,0.0,0
22.65,1697.43,71.97,30.043,1493.37545002715,8492220.782080764,10890109.50999668,34.9392698696564,19924958.0,0.0,0
22.43,1456.76,71.31,30.67,1577.3383892608,8492220.782080764,10890109.50999668,35.9800529628229,20513599.0,0.0,0
22.8,1404.4,71.47,31.301,1479.82980026634,8492220.782080764,10890109.50999668,37.0521030367644,21117092.0,0.0,0
23.04,1389.55,71.16,31.938,1463.87646784964,8492220.782080764,10890109.50999668,38.1458541114971,21731053.0,0.0,0
22.81,1393.21,72.4,32.58,1475.17055178114,8492220.782080764,10890109.50999668,39.2273910913638,22348158.0,0.0,0
22.69,1519.7,73.08,33.227,1463.61756926447,8492220.782080764,10890109.50999668,40.327672118186,22966240.0,0.0,0
22.69,1293.69,70.39,33.878,1473.40398077255,8492220.782080764,10890109.50999668,41.4391371605363,23588073.0,0.0,0
22.8,1416.63,70.74,34.534,1498.83976908219,8492220.782080764,10890109.50999668,42.5650532829151,24215976.0,0.0,0
22.84,1789.36,72.28,35.193,1496.61172412841,282000.0,10890109.50999668,43.7035097971812,24850912.0,0.0,0
22.76,1285.34,71.43,35.856,1561.51962374608,333000.0,10890109.50999668,44.8606943966999,25501941.0,0.0,0
23.05,1432.17,71.5,36.522,1546.88001890817,285000.0,10890109.50999668,46.0439584049502,26169542.0,0.0,0
22.8,1440.1,70.81,37.191,1546.59563549795,360000.0,10890109.50999668,47.2583808869027,26846541.0,0.0,0
23.25,1488.04,72.66,37.861,1612.29772715626,486000.0,10890109.50999668,48.5038741835682,27533134.0,0.0,0
23.01,1321.44,69.96,38.534,1490.32312837866,87099.9984741211,10890109.50999668,49.7654795462358,28225177.0,0.0,0
22.96,1139.71,70.92,39.207,1599.4127689767,8492220.782080764,10890109.50999668,51.0331436919904,28915653.0,0.0,0
22.61,1414.02,71.34,39.882,1738.29455252161,8492220.782080764,10890109.50999668,52.3156772086628,29611714.0,0.0,0
26.58,1918.07,80.55,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,74484.0,0.0,0
26.75,2266.18,81.39,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,75816.0,0.0,0
26.78,2385.91,81.09,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,77211.0,0.0,0
26.88,1936.73,80.13,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,78659.0,0.0,0
26.63,2366.76,80.69,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,80193.0,0.0,0
26.47,2171.44,81.48,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,81823.0,0.0,0
26.39,2048.84,80.77,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,83560.0,0.0,0
26.74,1970.15,80.84,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,85417.0,0.0,0
26.88,1924.17,81.36,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,87387.0,0.0,0
26.95,1625.92,80.17,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,89458.0,0.0,0
26.58,1858.43,81.23,11.173,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,91650.0,0.0,0
26.76,1919.69,80.53,11.23,16149.92825119405,8492220.782080764,10890109.50999668,311.5,93952.0,0.0,0
26.75,2179.24,81.22,11.288,16149.92825119405,8492220.782080764,10890109.50999668,319.34,96332.0,0.0,0
26.73,2279.54,81.12,11.345,16149.92825119405,8492220.782080764,10890109.50999668,327.406666666667,98775.0,0.0,0
26.77,2260.04,81.15,11.404,16149.92825119405,8492220.782080764,10890109.50999668,335.54,101241.0,0.0,0
26.62,2345.69,81.26,11.458,16149.92825119405,8492220.782080764,10890109.50999668,347.006666666667,104566.0,0.0,0
26.83,2377.46,81.57,11.393,16149.92825119405,8492220.782080764,10890109.50999668,361.69,108713.0,0.0,0
26.71,2041.85,81.08,11.336,16149.92825119405,8492220.782080764,10890109.50999668,375.093333333333,112548.0,0.0,0
26.61,1807.02,81.14,11.516,16149.92825119405,8492220.782080764,10890109.50999668,386.916666666667,116049.0,0.0,0
27.05,1994.91,80.58,11.698,16149.92825119405,8492220.782080764,10890109.50999668,398.546666666667,119569.0,0.0,0
26.96,1906.92,80.97,11.893,16149.92825119405,8492220.782080764,10890109.50999668,410.73,123243.0,0.0,0
26.64,1635.6,79.94,12.842,16149.92825119405,8492220.782080764,10890109.50999668,423.45,127066.0,0.0,0
26.95,2057.34,79.97,13.858,16149.92825119405,8492220.782080764,10890109.50999668,436.56,130990.0,0.0,0
26.96,2063.24,80.68,14.936,16149.92825119405,8492220.782080764,10890109.50999668,449.84,134940.0,0.0,0
26.55,2167.33,80.54,16.085,16149.92825119405,8492220.782080764,10890109.50999668,463.26,138944.0,0.0,0
26.6,2235.06,81.03,17.304,16149.92825119405,8492220.782080764,10890109.50999668,477.193333333333,143126.0,0.0,0
26.7,1849.72,80.64,18.596,16149.92825119405,8492220.782080764,10890109.50999668,491.75,147468.0,0.0,0
26.87,2114.4,81.28,19.958,16149.92825119405,8492220.782080764,10890109.50999668,506.433333333333,151792.0,0.0,0
