adm_0_iso3,year,region_un,TPopulation1July_per_1000,dengue_total,TPopulation1July,incidence,incidence_per_100k,log_incidence_per_100k,pop_density_per_km2,era5_hur_annual_mean_relative_humidity,era5_pr_annual_mean_precipitation,era5_tas_annual_mean_temp,era5_tnn_annual_min_temp,urban_pop,gdp_ppp,tourism_arrivals,tourism_departures,kmeans_cluster
MWI,1982.0,African States,6784.348,0.0,6784348.0,0.0,0.0,0.0,71.9015591854052,72.59,1576.59,21.49,10.8,9.481,,,,1.0
MWI,1983.0,African States,7058.317,0.0,7058317.0,0.0,0.0,0.0,74.7953860840051,69.24,1278.49,22.39,11.07,9.704,,,,1.0
MWI,1984.0,African States,7339.002,0.0,7339002.0,0.0,0.0,0.0,77.7769410267289,71.03,1475.19,21.58,12.23,9.931,,,,1.0
MWI,1985.0,African States,7625.078,0.0,7625078.0,0.0,0.0,0.0,80.8284683920238,72.05,1511.31,21.24,9.97,10.163,,,,1.0
MWI,1986.0,African States,7909.819,0.0,7909819.0,0.0,0.0,0.0,83.8616885871871,72.57,1664.25,21.34,10.93,10.4,,,,0.0
MWI,1987.0,African States,8295.993,0.0,8295993.0,0.0,0.0,0.0,87.9632371658888,68.7,1137.71,22.25,10.38,10.641,,,,1.0
MWI,1988.0,African States,8754.781,0.0,8754781.0,0.0,0.0,0.0,92.8432541366143,71.12,1334.64,21.93,11.64,10.934,,,,1.0
MWI,1989.0,African States,9174.894,0.0,9174894.0,0.0,0.0,0.0,97.3294442087399,71.75,1793.98,21.48,11.59,11.243,,,,0.0
MWI,1990.0,African States,9539.665,0.0,9539665.0,0.0,0.0,0.0,101.250021213407,69.19,1128.43,22.11,11.27,11.56,671.503430285171,,,1.0
MWI,1991.0,African States,9831.584,0.0,9831584.0,0.0,0.0,0.0,104.414796351294,70.74,1398.14,21.78,11.23,11.885,731.940474927214,,,1.0
MWI,1992.0,African States,10115.42,0.0,10115420.0,0.0,0.0,0.0,107.499777259228,67.16,1024.02,22.38,10.94,12.218,673.815977195479,,,1.0
MWI,1993.0,African States,10257.233,0.0,10257233.0,0.0,0.0,0.0,109.079592702588,69.99,1257.38,22.0,11.99,12.558,745.682183263287,,,1.0
MWI,1994.0,African States,10131.799,0.0,10131799.0,0.0,0.0,0.0,107.816016122189,67.91,1163.99,22.02,10.69,12.907,691.626134356443,,,1.0
MWI,1995.0,African States,10112.816,0.0,10112816.0,0.0,0.0,0.0,107.659280865507,67.42,1179.62,22.35,10.36,13.263,825.454125694779,192000.0,,1.0
MWI,1996.0,African States,10310.528,0.0,10310528.0,0.0,0.0,0.0,109.803012303776,68.86,1334.92,21.97,10.17,13.629,884.456347000853,194000.0,,1.0
MWI,1997.0,African States,10512.678,0.0,10512678.0,0.0,0.0,0.0,112.028372931693,71.42,1624.85,21.94,12.25,14.002,915.279224945452,207000.0,,0.0
MWI,1998.0,African States,10732.456,0.0,10732456.0,0.0,0.0,0.0,114.476834959695,68.42,1169.9,22.28,11.63,14.384,941.051496468664,220000.0,,1.0
MWI,1999.0,African States,10973.956,0.0,10973956.0,0.0,0.0,0.0,117.180780653373,70.48,1345.94,21.59,11.37,14.522,960.710822988174,254000.0,,1.0
MWI,2000.0,African States,11229.387,0.0,11229387.0,0.0,0.0,0.0,120.024840899448,71.84,1538.56,21.61,11.52,14.61,974.310137497317,228000.0,,1.0
MWI,2001.0,African States,11498.818,0.0,11498818.0,0.0,0.0,0.0,122.964128128978,70.07,1340.07,21.98,11.31,14.698,924.056368254021,266000.0,,1.0
MWI,2002.0,African States,11784.498,0.0,11784498.0,0.0,0.0,0.0,126.012303775986,70.48,1380.67,21.96,11.65,14.786,931.283507532698,383000.0,,1.0
MWI,2003.0,African States,12087.965,0.0,12087965.0,0.0,0.0,0.0,129.206342808655,70.73,1373.29,21.86,10.95,14.875,979.038977945153,424000.0,,1.0
MWI,2004.0,African States,12411.342,0.0,12411342.0,0.0,0.0,0.0,132.591610097582,72.14,1457.29,21.61,10.85,14.964,1032.80213911794,427000.0,,1.0
MWI,2005.0,African States,12755.648,0.0,12755648.0,0.0,0.0,0.0,136.19040093339,66.89,996.0,22.4,11.63,15.054,1070.93590955973,438000.0,,1.0
MWI,2006.0,African States,13118.306,0.0,13118306.0,0.0,0.0,0.0,139.994707254985,71.28,1458.26,21.88,11.06,15.144,1124.43826910448,638000.0,,1.0
MWI,2007.0,African States,13495.463,0.0,13495463.0,0.0,0.0,0.0,144.000243954179,71.09,1498.38,21.88,11.58,15.235,1230.56385439681,735000.0,,1.0
MWI,2008.0,African States,13889.422,0.0,13889422.0,0.0,0.0,0.0,148.243710224862,69.62,1349.9,21.62,10.87,15.326,1311.44999789966,742000.0,,1.0
MWI,2009.0,African States,14298.932,0.0,14298932.0,0.0,0.0,0.0,152.691854051761,70.94,1361.05,21.87,10.97,15.429,1387.78991562165,755000.0,,1.0
MWI,2010.0,African States,14718.422,0.0,14718422.0,0.0,0.0,0.0,157.259896054306,70.44,1320.45,22.27,10.56,15.544,1457.60568307728,746000.0,,1.0
MWI,2011.0,African States,15146.094,0.0,15146094.0,0.0,0.0,0.0,161.911561306746,68.54,1281.75,22.16,11.05,15.672,1516.2111831915,767000.0,,1.0
MWI,2012.0,African States,15581.25,0.0,15581250.0,0.0,0.0,0.0,166.626824352991,68.95,1382.67,22.09,10.37,15.812,1464.04323957796,770000.0,,1.0
MWI,2013.0,African States,16024.776,0.0,16024776.0,0.0,0.0,0.0,171.423589308443,68.25,1357.83,22.21,11.86,15.966,1558.11224745203,795000.0,,1.0
MWI,2014.0,African States,16477.966,0.0,16477966.0,0.0,0.0,0.0,176.299724225711,69.13,1354.06,22.27,11.67,16.132,1505.55190404024,819000.0,,1.0
MWI,2015.0,African States,16938.942,0.0,16938942.0,0.0,0.0,0.0,181.221754348748,67.38,1258.67,22.58,11.86,16.313,1403.08451209235,805000.0,,1.0
MWI,2016.0,African States,17405.624,0.0,17405624.0,0.0,0.0,0.0,186.229730589733,67.45,1218.64,22.66,11.23,16.506,1409.95802703533,849000.0,,1.0
MWI,2017.0,African States,17881.167,0.0,17881167.0,0.0,0.0,0.0,191.341907085278,70.61,1505.64,22.35,12.32,16.714,1380.23263621737,837000.0,,1.0
MWI,2018.0,African States,18367.883,0.0,18367883.0,0.0,0.0,0.0,196.521860415783,69.81,1458.33,22.26,12.19,16.937,1363.79445595088,871000.0,,1.0
MWI,2019.0,African States,18867.337,0.0,18867337.0,0.0,0.0,0.0,201.800509121765,70.98,1612.3,22.43,10.23,17.174,1450.01008064784,,,0.0
MWI,2020.0,African States,19377.061,0.0,19377061.0,0.0,0.0,0.0,207.190156979211,68.7,1342.73,22.48,11.38,17.427,1513.45990803344,,,1.0
MWI,2021.0,African States,19889.742,0.0,19889742.0,0.0,0.0,0.0,212.635320322444,68.32,1282.48,22.28,11.28,17.695,1687.59358179651,,,1.0
MWI,2022.0,African States,20405.317,0.0,20405317.0,0.0,0.0,0.0,218.166397963513,70.52,1650.93,21.97,12.21,17.98,1778.30582146001,,,0.0
MYS,1950.0,Asia-Pacific States,5972.876,0.0,5972876.0,0.0,0.0,0.0,,87.27,2492.76,24.3,19.05,,,,,0.0
MYS,1951.0,Asia-Pacific States,6118.736,0.0,6118736.0,0.0,0.0,0.0,,85.53,2100.59,24.52,19.25,,,,,0.0
MYS,1952.0,Asia-Pacific States,6273.219,0.0,6273219.0,0.0,0.0,0.0,,86.95,2435.61,24.61,19.8,,,,,0.0
MYS,1953.0,Asia-Pacific States,6435.027,0.0,6435027.0,0.0,0.0,0.0,,87.18,2398.05,24.58,19.63,,,,,0.0
MYS,1954.0,Asia-Pacific States,6605.394,0.0,6605394.0,0.0,0.0,0.0,,88.67,3109.59,24.18,19.69,,,,,0.0
MYS,1955.0,Asia-Pacific States,6786.077,0.0,6786077.0,0.0,0.0,0.0,,88.03,3089.39,24.29,19.19,,,,,0.0
MYS,1956.0,Asia-Pacific States,6977.024,0.0,6977024.0,0.0,0.0,0.0,,88.37,3160.37,24.17,18.93,,,,,0.0
MYS,1957.0,Asia-Pacific States,7178.108,0.0,7178108.0,0.0,0.0,0.0,,87.26,2695.57,24.53,18.15,,,,,0.0
MYS,1958.0,Asia-Pacific States,7385.688,0.0,7385688.0,0.0,0.0,0.0,,86.2,2744.53,24.86,19.45,,,,,0.0
MYS,1959.0,Asia-Pacific States,7602.942,0.0,7602942.0,0.0,0.0,0.0,,85.97,2651.18,24.57,19.35,,,,,0.0
MYS,1960.0,Asia-Pacific States,7833.782,0.0,7833782.0,0.0,0.0,0.0,,86.03,2642.58,24.64,19.69,26.598,,,,0.0
MYS,1961.0,Asia-Pacific States,8074.804,0.0,8074804.0,0.0,0.0,0.0,24.8499254299193,85.13,2372.25,24.64,18.83,27.241,,,,0.0
MYS,1962.0,Asia-Pacific States,8324.218,0.0,8324218.000000001,0.0,0.0,0.0,25.506534774007,86.2,2869.83,24.55,19.49,27.895,,,,0.0
MYS,1963.0,Asia-Pacific States,8579.35,41.0,8579350.0,4.7789168177076355e-06,0.4778916817707635,0.3906165328111311,26.1821944909451,85.18,2651.76,24.63,19.11,28.558,,,,0.0
MYS,1964.0,Asia-Pacific States,8835.925,0.0,8835925.0,0.0,0.0,0.0,26.8708141835337,85.49,2725.14,24.67,19.36,29.232,,,,0.0
MYS,1965.0,Asia-Pacific States,9091.016,0.0,9091016.0,0.0,0.0,0.0,27.5647785725156,85.67,2602.0,24.39,17.88,29.913,,,,0.0
MYS,1966.0,Asia-Pacific States,9340.24,0.0,9340240.0,0.0,0.0,0.0,28.2595891036372,88.05,3310.89,24.26,19.58,30.604,,,,0.0
MYS,1967.0,Asia-Pacific States,9582.086,0.0,9582086.0,0.0,0.0,0.0,28.9365362958454,86.2,2768.96,24.32,18.74,31.304,,,,0.0
MYS,1968.0,Asia-Pacific States,9821.308,0.0,9821308.0,0.0,0.0,0.0,29.6006117790291,85.56,2691.22,24.48,18.24,32.013,,,,0.0
MYS,1969.0,Asia-Pacific States,10061.684,0.0,10061684.0,0.0,0.0,0.0,30.2772698219449,86.21,2917.39,24.72,19.48,32.729,,,,0.0
MYS,1970.0,Asia-Pacific States,10306.508,0.0,10306508.0,0.0,0.0,0.0,30.980983107594,86.44,2989.63,24.67,19.38,33.454,,,,0.0
MYS,1971.0,Asia-Pacific States,10552.557,0.0,10552557.0,0.0,0.0,0.0,31.7256216709785,85.97,2796.49,24.35,19.14,34.271,,,,0.0
MYS,1972.0,Asia-Pacific States,10801.619,0.0,10801619.0,0.0,0.0,0.0,32.496834576168,85.45,2501.67,24.73,17.68,35.104,,,,0.0
MYS,1973.0,Asia-Pacific States,11062.664,1487.0,11062664.0,0.0001344160863965,13.44160863965497,2.6701135288981344,33.2844955105768,85.57,2880.51,24.93,19.75,35.944,,,,0.0
MYS,1974.0,Asia-Pacific States,11335.187,2200.0,11335187.0,0.0001940859025969,19.408590259693113,3.015955903377596,34.0919373002587,85.72,2628.78,24.49,18.47,36.794,,,,0.0
MYS,1975.0,Asia-Pacific States,11617.947,830.0,11617947.0,7.144119352584411e-05,7.14411935258441,2.097296114978826,34.9167980520469,85.88,2730.93,24.56,19.29,37.652,,,,0.0
MYS,1976.0,Asia-Pacific States,11910.08,790.0,11910080.0,6.633036889760606e-05,6.633036889760606,2.03248578573543,35.763497184599,85.12,2563.41,24.59,18.73,38.519,,,,0.0
MYS,1977.0,Asia-Pacific States,12218.924,780.0,12218924.0,6.383540809321672e-05,6.383540809321672,1.9992533080135488,36.6328199665196,85.53,2688.57,24.85,19.51,39.391,,,,0.0
MYS,1978.0,Asia-Pacific States,12543.892,929.0,12543892.0,7.405994885797805e-05,7.405994885797805,2.128945128183716,37.5229249733678,85.21,2561.33,25.06,19.63,40.271,,,,0.0
MYS,1979.0,Asia-Pacific States,12875.01,862.0,12875010.0,6.695140430958889e-05,6.695140430958889,2.0405890167616025,38.4351301171816,85.38,2690.36,25.14,19.33,41.158,,,,0.0
MYS,1980.0,Asia-Pacific States,13215.706,668.0,13215706.0,5.054591862137369e-05,5.054591862137369,1.800816969636181,39.5171602495815,86.03,2702.74,25.09,19.77,42.044,,,,0.0
MYS,1981.0,Asia-Pacific States,13564.594,524.0,13564594.0,3.8629980373905774e-05,3.8629980373905775,1.5816551278415911,40.7828427940953,85.06,2558.33,25.08,19.56,42.807,,,,0.0
MYS,1982.0,Asia-Pacific States,13921.028,3052.0,13921028.0,0.0002192366828081,21.92366828081949,3.132169926196533,42.10256581951,85.06,2398.03,25.03,19.6,43.574,,,,0.0
MYS,1983.0,Asia-Pacific States,14292.862,790.0,14292862.0,5.527234503488525e-05,5.527234503488525,1.875983347227154,43.4816831532491,84.78,2579.54,25.41,20.41,44.345,,,,0.0
MYS,1984.0,Asia-Pacific States,14686.454,702.0,14686454.0,4.779914879384772e-05,4.779914879384772,1.754388955825807,44.9216527164815,87.27,3249.84,24.64,20.32,45.119,,,,0.0
MYS,1985.0,Asia-Pacific States,15108.135,367.0,15108135.0,2.4291548890713512e-05,2.4291548890713512,1.232313842793487,46.4229432354284,85.93,2785.18,24.84,18.88,45.893,,,,0.0
MYS,1986.0,Asia-Pacific States,15558.74,1408.0,15558740.0,9.049575993942956e-05,9.049575993942955,2.307530443957659,47.9696210622432,85.69,2808.44,24.93,19.51,46.671,,,,0.0
MYS,1987.0,Asia-Pacific States,16033.103,2025.0,16033103.0,0.0001263011907302,12.630119073020362,2.612281981768621,49.5411261604018,85.44,2821.67,25.29,19.92,47.45,,,,0.0
MYS,1988.0,Asia-Pacific States,16524.616,1428.0,16524616.000000002,8.641653155510541e-05,8.641653155510541,2.2660925830807135,51.1234363110638,86.33,3187.82,25.17,19.62,48.232,,,,0.0
MYS,1989.0,Asia-Pacific States,17020.143,2564.0,17020143.0,0.0001506450327708,15.064503277087624,2.7766120725185366,52.7012539948257,85.86,2782.06,24.92,19.63,49.012,,,,0.0
MYS,1990.0,Asia-Pacific States,17517.054,4880.0,17517054.0,0.0002785856571544,27.85856571544507,3.3624068541012115,54.2784081570537,84.63,2525.23,25.28,19.88,49.794,6886.63312492358,,,0.0
MYS,1991.0,Asia-Pacific States,18017.464,6628.0,18017464.0,0.0003678653111225,36.78653111225864,3.6319527193470473,55.8285314259626,85.58,2904.36,25.13,19.8,50.576,7582.56943117601,,,0.0
MYS,1992.0,Asia-Pacific States,18526.708,5473.0,18526708.0,0.0002954113596436,29.54113596436021,3.41907449505028,57.3263491097245,85.0,2515.19,25.1,19.58,51.814,8223.80295905911,,,0.0
MYS,1993.0,Asia-Pacific States,19050.077,6587.0,19050077.0,0.000345772880603,34.57728806030548,3.5717074584306903,58.8119433876122,85.63,2881.07,25.06,18.52,53.109,9018.06249373056,,,0.0
MYS,1994.0,Asia-Pacific States,19588.703,4309.0,19588703.0,0.0002199737266933,21.997372669339057,3.135379977636337,60.3270308933191,85.34,2819.13,25.18,19.93,54.402,9806.47179108541,,,0.0
MYS,1995.0,Asia-Pacific States,20136.888,13143.0,20136888.0,0.0006526827779942,65.26827779942958,4.193711318127467,61.8797717242429,85.83,3191.95,25.23,20.56,55.688,10720.2534687358,7469000.0,20642000.0,0.0
MYS,1996.0,Asia-Pacific States,20689.051,23366.0,20689051.0,0.0011293896467266,112.93896467266671,4.735662907409831,63.4609252777355,85.41,3094.67,25.13,19.54,56.969,11709.2669996143,7138000.0,23333000.0,0.0
MYS,1997.0,Asia-Pacific States,21249.178,31474.0,21249178.0,0.0014811867075516,148.11867075516992,5.004742436970312,65.0592542991934,84.64,2528.24,25.33,19.03,58.237,12469.3590059844,6211000.0,26165000.0,0.0
MYS,1998.0,Asia-Pacific States,21810.542,44920.0,21810542.0,0.0020595545035056,205.955450350569,5.332503554405413,66.6769532795617,83.48,2794.17,26.01,20.98,59.496,11398.0987124159,5551000.0,25631000.0,0.0
MYS,1999.0,Asia-Pacific States,22368.655,16690.0,22368655.0,0.0007461333727933,74.61333727933128,4.325632686664252,68.2865043372394,85.47,3124.47,25.15,20.66,60.742,11979.6797138901,7931000.0,26067000.0,0.0
MYS,2000.0,Asia-Pacific States,22945.15,15908.0,22945150.0,0.0006933055569477,69.33055569477645,4.253206351536778,69.9066078222493,85.15,2966.37,25.29,20.33,61.977,13027.273338686,10222000.0,30532000.0,0.0
MYS,2001.0,Asia-Pacific States,23542.517,27959.0,23542517.0,0.0011875960416636,118.75960416636843,4.785486434881866,71.6071769898037,85.1,2995.27,25.36,20.37,62.922,13071.5814133296,12775000.0,36248000.0,0.0
MYS,2002.0,Asia-Pacific States,24142.445,53867.0,24142445.0,0.0022312156038876,223.1215603887676,5.412188584964332,73.3601491401613,82.79,2333.73,25.63,19.99,63.856,13656.0458904106,13292000.0,29866000.0,0.0
MYS,2003.0,Asia-Pacific States,24739.411,53577.0,24739411.0,0.0021656538225586,216.56538225586695,5.382499413428136,75.1167310911581,83.75,2603.03,25.51,20.68,64.78,14387.2484913771,10577000.0,32201000.0,0.0
MYS,2004.0,Asia-Pacific States,25333.247,54873.0,25333247.0,0.0021660468553438,216.6046855343889,5.382680047536674,76.8734500076092,83.16,2372.91,25.53,20.68,65.694,15415.8063404555,15703000.0,30761000.0,0.0
MYS,2005.0,Asia-Pacific States,25923.536,63114.0,25923536.0,0.0024346215732298,243.46215732298248,5.499060521160797,78.6366489118856,82.77,2486.9,25.68,19.25,66.594,16371.4260816078,16431000.0,,0.0
MYS,2006.0,Asia-Pacific States,26509.413,61254.0,26509413.0,0.0023106509374613,231.06509374613464,5.447017908804047,80.4075757114594,85.31,2957.0,25.43,20.72,67.483,17426.3611674863,17547000.0,,0.0
MYS,2007.0,Asia-Pacific States,27092.604,77027.0,27092604.0,0.0028431006484278,284.3100648427888,5.653576535700207,82.1743691979912,85.38,3285.82,25.41,20.44,68.36,18616.8070764804,20973000.0,,0.0
MYS,2008.0,Asia-Pacific States,27664.296,73109.0,27664296.0,0.0026427204220197,264.27204220197757,5.580755873766205,83.9143478922538,85.71,3519.15,25.22,20.38,69.225,19479.8799587431,22052000.0,,0.0
MYS,2009.0,Asia-Pacific States,28217.204,115256.0,28217204.0,0.0040846003027089,408.46003027089426,6.0148392923532485,85.6027332217319,84.33,2933.8,25.59,20.44,70.075,18922.6459509295,23646000.0,,0.0
MYS,2010.0,Asia-Pacific States,28717.731,134755.0,28717731.0,0.0046923971813789,469.2397181378988,6.153242603269907,87.2189194947497,84.84,3122.05,25.79,20.75,70.912,20193.4092943464,24577000.0,,0.0
MYS,2011.0,Asia-Pacific States,29184.133,59808.0,29184133.0,0.002049332765856,204.9332765856022,5.327552216252731,88.7598204230711,85.91,3138.3,25.42,20.54,71.609,21324.3594996498,24714000.0,,0.0
MYS,2012.0,Asia-Pacific States,29660.212,66807.0,29660212.0,0.0022524114122987,225.24114122987388,5.421601427028379,90.2840693958302,85.94,3183.48,25.49,21.04,72.275,22638.5406944009,25033000.0,,0.0
MYS,2013.0,Asia-Pacific States,30134.807,130554.0,30134807.0,0.0043323323756478,433.2332375647868,6.073581803489104,91.8407091766854,85.52,3105.57,25.65,21.21,72.93,23160.8924510627,25715000.0,,0.0
MYS,2014.0,Asia-Pacific States,30606.459,322888.0,30606459.0,0.0105496686173333,1054.9668617333357,6.962212082839473,93.4291188555775,84.58,2856.26,25.61,19.03,73.577,24306.5212338415,27437000.0,,0.0
MYS,2015.0,Asia-Pacific States,31068.833,363291.0,31068833.0,0.0116931009285092,1169.3100928509289,7.065024029300526,95.0625414700959,84.64,2693.93,25.84,20.42,74.213,24526.3942716012,25721000.0,,0.0
MYS,2016.0,Asia-Pacific States,31526.418,311315.0,31526418.0,0.0098747342625476,987.4734262547682,6.896161759350755,96.7575254907929,83.91,2744.69,26.29,21.64,74.84,25285.8213541391,26757000.0,,0.0
MYS,2017.0,Asia-Pacific States,31975.806,260417.0,31975806.0,0.0081441887657186,814.4188765718682,6.703701940193069,98.4801217470705,86.09,3261.51,25.81,20.1,75.447,26415.5960203287,25948000.0,,0.0
MYS,2018.0,Asia-Pacific States,32399.271,244786.0,32399271.0,0.0075552934508927,755.5293450892768,6.628741323076573,100.170345457312,84.97,2914.24,25.86,20.75,76.036,27793.5674222948,25832000.0,,0.0
MYS,2019.0,Asia-Pacific States,32804.02,260383.0,32804019.999999996,0.0079375332657399,793.7533265739993,6.678031785468216,101.782364936844,83.73,2526.31,26.15,20.76,76.607,28933.928297233,26101000.0,,0.0
MYS,2020.0,Asia-Pacific States,33199.993,87171.0,33199993.000000004,0.0026256330837178,262.5633083717819,5.574293598599184,103.148860143053,85.39,3151.07,26.02,21.14,77.16,27474.7361378236,4333000.0,,0.0
MYS,2021.0,Asia-Pacific States,33573.874,26978.0,33573874.0,0.0008035414679878,80.35414679878765,4.39881180715122,104.344541165728,84.97,3163.03,25.73,20.22,77.696,29822.8491831618,,,0.0
MYS,2022.0,Asia-Pacific States,33938.222,65732.0,33938222.0,0.0019368133074266,193.6813307426653,5.271364020480546,105.601865773855,85.47,3443.68,25.65,20.73,78.214,34366.2284812577,,,0.0
NAM,1950.0,African States,514.774,0.0,514774.0,0.0,0.0,0.0,,48.1,634.26,19.92,2.87,,,,,1.0
NAM,1951.0,African States,520.828,0.0,520828.0,0.0,0.0,0.0,,46.19,602.44,20.24,3.38,,,,,1.0
NAM,1952.0,African States,527.153,0.0,527153.0,0.0,0.0,0.0,,39.43,333.54,20.61,1.88,,,,,1.0
NAM,1953.0,African States,533.747,0.0,533747.0,0.0,0.0,0.0,,41.13,381.08,20.48,2.24,,,,,1.0
NAM,1954.0,African States,540.483,0.0,540483.0,0.0,0.0,0.0,,27.27,78.49,21.0,0.75,,,,,1.0
NAM,1955.0,African States,547.43,0.0,547430.0,0.0,0.0,0.0,,39.9,370.63,20.08,1.69,,,,,1.0
NAM,1956.0,African States,554.699,0.0,554699.0,0.0,0.0,0.0,,32.55,149.23,20.62,1.79,,,,,1.0
NAM,1957.0,African States,562.452,0.0,562452.0,0.0,0.0,0.0,,42.51,430.24,20.31,2.21,,,,,1.0
NAM,1958.0,African States,570.845,0.0,570845.0,0.0,0.0,0.0,,38.34,320.62,20.68,3.47,,,,,1.0
NAM,1959.0,African States,580.03,0.0,580030.0,0.0,0.0,0.0,,35.98,174.89,20.78,2.04,,,,,1.0
NAM,1960.0,African States,590.181,0.0,590181.0,0.0,0.0,0.0,,39.05,268.4,20.78,1.61,17.909,,,,1.0
NAM,1961.0,African States,601.424,0.0,601424.0,0.0,0.0,0.0,0.732508593569702,41.46,270.01,20.7,2.83,18.334,,,,1.0
NAM,1962.0,African States,613.808,0.0,613808.0,0.0,0.0,0.0,0.747924789563823,38.19,244.19,20.86,2.17,18.748,,,,1.0
NAM,1963.0,African States,627.358,0.0,627358.0,0.0,0.0,0.0,0.764723244543235,47.19,510.96,20.17,2.08,19.17,,,,1.0
NAM,1964.0,African States,642.054,0.0,642054.0,0.0,0.0,0.0,0.782871163259605,36.66,198.95,20.51,0.67,19.6,,,,1.0
NAM,1965.0,African States,657.887,0.0,657887.0,0.0,0.0,0.0,0.802339394381081,38.59,248.41,20.47,2.15,20.035,,,,1.0
NAM,1966.0,African States,674.818,0.0,674818.0,0.0,0.0,0.0,0.823106074408775,41.55,322.21,20.84,3.58,20.478,,,,1.0
NAM,1967.0,African States,693.062,0.0,693062.0,0.0,0.0,0.0,0.845443282439966,45.17,453.5,20.12,2.67,20.929,,,,1.0
NAM,1968.0,African States,712.427,0.0,712427.0,0.0,0.0,0.0,0.869125095652808,38.33,244.58,20.39,0.46,21.387,,,,1.0
NAM,1969.0,African States,732.882,0.0,732882.0,0.0,0.0,0.0,0.894119933437792,40.44,315.16,20.76,2.75,21.852,,,,1.0
NAM,1970.0,African States,754.468,0.0,754468.0,0.0,0.0,0.0,0.920535898650536,36.87,269.41,21.07,0.94,22.292,,,,1.0
NAM,1971.0,African States,776.995,0.0,776995.0,0.0,0.0,0.0,0.948127634247956,40.86,335.51,20.52,1.71,22.559,,,,1.0
NAM,1972.0,African States,800.61,0.0,800610.0,0.0,0.0,0.0,0.977054257916409,41.53,336.99,20.7,1.72,22.829,,,,1.0
NAM,1973.0,African States,824.918,0.0,824918.0,0.0,0.0,0.0,1.00684813370744,39.99,265.84,21.03,3.21,23.1,,,,1.0
NAM,1974.0,African States,850.09,0.0,850090.0,0.0,0.0,0.0,1.0376902428063,50.14,493.5,19.41,0.61,23.374,,,,1.0
NAM,1975.0,African States,876.572,0.0,876572.0,0.0,0.0,0.0,1.07013567515699,42.72,254.04,20.46,2.13,23.651,,,,1.0
NAM,1976.0,African States,901.84,0.0,901840.0,0.0,0.0,0.0,1.10115026296931,47.27,429.78,19.69,1.47,23.929,,,,1.0
NAM,1977.0,African States,926.109,0.0,926109.0,0.0,0.0,0.0,1.13095507050978,45.73,354.8,20.45,1.94,24.21,,,,1.0
NAM,1978.0,African States,942.023,0.0,942023.0,0.0,0.0,0.0,1.15058970715058,45.64,309.0,20.03,1.65,24.493,,,,1.0
NAM,1979.0,African States,957.334,0.0,957334.0,0.0,0.0,0.0,1.16948462874564,44.16,323.55,20.64,0.02,24.778,,,,1.0
NAM,1980.0,African States,975.994,0.0,975994.0,0.0,0.0,0.0,1.19208784267998,40.56,266.69,20.78,1.01,25.066,,,,1.0
NAM,1981.0,African States,987.394,0.0,987394.0,0.0,0.0,0.0,1.20552903594116,39.07,190.52,20.53,2.25,25.355,,,,1.0
NAM,1982.0,African States,1005.52,0.0,1005520.0,0.0,0.0,0.0,1.22715932417496,41.14,287.64,20.81,0.55,25.611,,,,1.0
NAM,1983.0,African States,1033.085,0.0,1033085.0,0.0,0.0,0.0,1.26020114418978,40.47,256.39,21.18,2.66,25.861,,,,1.0
NAM,1984.0,African States,1061.995,0.0,1061995.0,0.0,0.0,0.0,1.2947916287092,40.51,257.45,21.3,2.73,26.113,,,,1.0
NAM,1985.0,African States,1093.311,0.0,1093311.0,0.0,0.0,0.0,1.3323251831068,41.57,322.96,20.83,1.84,26.366,,,,1.0
NAM,1986.0,African States,1127.989,0.0,1127989.0,0.0,0.0,0.0,1.37385489924571,43.43,376.31,21.07,2.56,26.621,,,,1.0
NAM,1987.0,African States,1165.43,0.0,1165430.0,0.0,0.0,0.0,1.41856332519525,40.16,289.59,21.57,1.94,26.877,,,,1.0
NAM,1988.0,African States,1207.949,0.0,1207949.0,0.0,0.0,0.0,1.46934373064169,42.07,392.03,21.18,1.3,27.136,,,,1.0
NAM,1989.0,African States,1288.07,0.0,1288070.0,0.0,0.0,0.0,1.56560507233174,41.06,301.98,20.92,1.4,27.395,,,,1.0
NAM,1990.0,African States,1369.011,0.0,1369011.0,0.0,0.0,0.0,1.66320858992579,41.57,352.56,21.39,2.69,27.656,3875.47043194595,,,1.0
NAM,1991.0,African States,1415.617,0.0,1415617.0,0.0,0.0,0.0,1.71954475336759,42.95,427.25,20.79,2.09,27.919,4191.70793431171,,,1.0
NAM,1992.0,African States,1461.687,0.0,1461687.0,0.0,0.0,0.0,1.77497844016082,35.78,179.6,21.48,2.35,28.336,4451.93564338115,,,1.0
NAM,1993.0,African States,1509.834,0.0,1509834.0,0.0,0.0,0.0,1.8325219545968,41.82,360.94,21.41,3.79,28.823,4344.62452103097,,,1.0
NAM,1994.0,African States,1558.449,0.0,1558449.0,0.0,0.0,0.0,1.89034726524068,38.34,282.1,21.14,0.14,29.316,4376.06545238323,,,1.0
NAM,1995.0,African States,1605.37,0.0,1605370.0,0.0,0.0,0.0,1.9460578896865,38.36,237.56,21.54,2.38,29.813,4509.12972891731,421000.0,,1.0
NAM,1996.0,African States,1650.066,0.0,1650066.0,0.0,0.0,0.0,1.99942061727945,38.91,259.77,20.86,0.35,30.316,4611.75800037332,560000.0,,1.0
