adm_0_iso3,year,region_un,TPopulation1July_per_1000,dengue_total,TPopulation1July,incidence,incidence_per_100k,log_incidence_per_100k,pop_density_per_km2,era5_hur_annual_mean_relative_humidity,era5_pr_annual_mean_precipitation,era5_tas_annual_mean_temp,era5_tnn_annual_min_temp,urban_pop,gdp_ppp,tourism_arrivals,tourism_departures,kmeans_cluster
ABW,1950.0,Other,38.798,0.0,38798.0,0.0,0.0,0.0,,83.85,1216.84,25.76,22.04,,,,,1.0
ABW,1951.0,Other,40.231,0.0,40231.0,0.0,0.0,0.0,,83.19,654.96,26.46,23.22,,,,,1.0
ABW,1952.0,Other,41.758,0.0,41758.0,0.0,0.0,0.0,,83.59,542.02,26.43,23.03,,,,,1.0
ABW,1953.0,Other,43.305,0.0,43305.0,0.0,0.0,0.0,,83.33,535.42,26.47,23.31,,,,,1.0
ABW,1954.0,Other,44.869,0.0,44869.0,0.0,0.0,0.0,,83.88,730.79,26.01,23.23,,,,,1.0
ABW,1955.0,Other,46.464,0.0,46464.0,0.0,0.0,0.0,,83.72,958.32,25.98,22.79,,,,,1.0
ABW,1956.0,Other,48.094,0.0,48094.0,0.0,0.0,0.0,,84.17,873.32,25.95,22.66,,,,,1.0
ABW,1957.0,Other,49.747,0.0,49747.0,0.0,0.0,0.0,,84.38,436.95,26.2,23.09,,,,,1.0
ABW,1958.0,Other,51.404,0.0,51404.0,0.0,0.0,0.0,,84.12,498.47,26.96,24.25,,,,,1.0
ABW,1959.0,Other,53.044,0.0,53044.0,0.0,0.0,0.0,,84.3,488.62,26.31,23.85,,,,,1.0
ABW,1960.0,Other,54.608,0.0,54608.0,0.0,0.0,0.0,,82.84,551.34,26.74,23.79,50.776,,,,1.0
ABW,1961.0,Other,55.811,0.0,55811.0,0.0,0.0,0.0,308.766666666667,83.3,724.29,26.39,23.96,50.761,,,,1.0
ABW,1962.0,Other,56.682,0.0,56682.0,0.0,0.0,0.0,312.888888888889,83.36,501.37,26.43,23.09,50.746,,,,1.0
ABW,1963.0,Other,57.475,0.0,57475.0,0.0,0.0,0.0,316.677777777778,84.0,518.06,26.46,23.57,50.73,,,,1.0
ABW,1964.0,Other,58.178,0.0,58178.0,0.0,0.0,0.0,320.105555555556,84.05,575.47,26.21,23.06,50.715,,,,1.0
ABW,1965.0,Other,58.782,0.0,58782.0,0.0,0.0,0.0,323.277777777778,84.18,589.34,26.11,22.7,50.7,,,,1.0
ABW,1966.0,Other,59.291,0.0,59291.0,0.0,0.0,0.0,326.077777777778,83.52,843.85,26.41,23.73,50.685,,,,1.0
ABW,1967.0,Other,59.522,0.0,59522.0,0.0,0.0,0.0,327.722222222222,83.61,579.79,26.12,23.34,50.67,,,,1.0
ABW,1968.0,Other,59.471,0.0,59471.0,0.0,0.0,0.0,328.161111111111,82.96,683.35,26.32,23.07,50.654,,,,1.0
ABW,1969.0,Other,59.33,0.0,59330.0,0.0,0.0,0.0,328.066666666667,83.94,851.02,26.82,23.64,50.639,,,,1.0
ABW,1970.0,Other,59.106,0.0,59106.0,0.0,0.0,0.0,327.5,83.25,1008.97,26.55,23.52,50.624,,,,1.0
ABW,1971.0,Other,58.816,0.0,58816.0,0.0,0.0,0.0,326.561111111111,82.97,591.35,26.05,23.12,50.609,,,,1.0
ABW,1972.0,Other,58.856,0.0,58856.0,0.0,0.0,0.0,322.483333333333,84.7,569.4,26.29,22.92,50.593,,,,1.0
ABW,1973.0,Other,59.365,0.0,59365.0,0.0,0.0,0.0,323.883333333333,83.79,1099.62,26.46,23.32,50.578,,,,1.0
ABW,1974.0,Other,60.028,0.0,60028.0,0.0,0.0,0.0,324.161111111111,83.95,1025.88,25.91,22.95,50.563,,,,1.0
ABW,1975.0,Other,60.715,0.0,60715.0,0.0,0.0,0.0,323.861111111111,83.89,956.68,25.89,22.65,50.548,,,,1.0
ABW,1976.0,Other,61.193,0.0,61193.0,0.0,0.0,0.0,324.266666666667,83.89,554.73,25.94,22.8,50.532,,,,1.0
ABW,1977.0,Other,61.465,0.0,61465.0,0.0,0.0,0.0,325.444444444444,84.1,502.57,26.41,23.56,50.517,,,,1.0
ABW,1978.0,Other,61.738,0.0,61738.0,0.0,0.0,0.0,326.533333333333,84.6,650.28,26.44,23.78,50.502,,,,1.0
ABW,1979.0,Other,62.006,0.0,62006.0,0.0,0.0,0.0,328.838888888889,83.28,852.92,26.62,23.17,50.487,,,,1.0
ABW,1980.0,Other,62.266,0.0,62266.0,0.0,0.0,0.0,332.827777777778,83.62,559.9,26.72,23.65,50.472,,,,1.0
ABW,1981.0,Other,62.614,0.0,62614.0,0.0,0.0,0.0,336.461111111111,83.59,887.79,26.75,24.1,50.456,,,,1.0
ABW,1982.0,Other,63.116,0.0,63116.0,0.0,0.0,0.0,340.422222222222,84.55,502.99,26.26,23.23,50.441,,,,1.0
ABW,1983.0,Other,63.683,0.0,63683.0,0.0,0.0,0.0,345.711111111111,85.19,381.42,26.63,24.21,50.426,,,,1.0
ABW,1984.0,Other,64.174,0.0,64174.00000000001,0.0,0.0,0.0,349.45,83.42,725.95,26.12,23.64,50.411,,,,1.0
ABW,1985.0,Other,64.478,0.0,64477.99999999999,0.0,0.0,0.0,342.933333333333,83.42,926.61,26.1,23.21,50.395,,,,1.0
ABW,1986.0,Other,64.553,0.0,64553.0,0.0,0.0,0.0,332.95,84.03,738.16,26.19,23.52,50.38,,,,1.0
ABW,1987.0,Other,64.45,0.0,64450.0,0.0,0.0,0.0,328.661111111111,84.39,613.59,26.91,24.37,50.365,,,,1.0
ABW,1988.0,Other,64.332,0.0,64331.99999999999,0.0,0.0,0.0,329.616666666667,83.91,1084.52,26.5,23.57,50.35,,,,1.0
ABW,1989.0,Other,64.596,0.0,64596.0,0.0,0.0,0.0,335.794444444444,83.89,593.05,26.18,22.34,50.335,,,,1.0
ABW,1990.0,Other,65.712,0.0,65712.0,0.0,0.0,0.0,348.627777777778,84.28,826.75,26.38,23.02,50.319,21732.8583139266,,,1.0
ABW,1991.0,Other,67.864,0.0,67864.0,0.0,0.0,0.0,366.088888888889,84.29,501.56,26.32,23.68,50.304,23099.9400860323,,,1.0
ABW,1992.0,Other,70.192,0.0,70192.0,0.0,0.0,0.0,383.361111111111,84.51,493.83,26.47,23.93,49.998,23889.0450169367,,,1.0
ABW,1993.0,Other,72.36,0.0,72360.0,0.0,0.0,0.0,409.361111111111,84.09,594.2,26.61,24.28,49.588,24575.6606597482,,,1.0
ABW,1994.0,Other,74.71,0.0,74710.0,0.0,0.0,0.0,431.083333333333,84.25,450.49,26.3,23.46,49.177,25791.0431784591,,,1.0
ABW,1995.0,Other,77.05,37.0,77050.0,0.0004802076573653,48.02076573653472,3.8922439988783024,443.361111111111,82.66,617.7,26.88,23.76,48.767,26254.7428026592,912000.0,,1.0
ABW,1996.0,Other,79.417,10.0,79417.0,0.0001259176246899,12.591762468992783,2.6094639084218114,461.227777777778,83.42,549.34,26.49,23.65,48.356,26004.4956279226,957000.0,,1.0
ABW,1997.0,Other,81.858,0.0,81858.0,0.0,0.0,0.0,479.45,84.5,384.93,26.42,23.72,47.946,27240.8027885838,947000.0,,1.0
ABW,1998.0,Other,84.355,0.0,84355.0,0.0,0.0,0.0,491.394444444444,85.14,527.28,26.91,24.18,47.536,27412.7551935589,906000.0,,1.0
ABW,1999.0,Other,86.867,130.0,86867.0,0.0014965406886389,149.6540688638954,5.014986273933091,498.105555555556,82.73,989.39,26.55,23.24,47.127,27765.6532571053,972000.0,,1.0
ABW,2000.0,Other,89.101,76.0,89101.0,0.0008529646131917,85.29646131917711,4.4577885928358985,503.266666666667,83.18,680.29,26.3,22.64,46.717,30245.7069739744,1211000.0,,1.0
ABW,2001.0,Other,90.69,0.0,90690.0,0.0,0.0,0.0,507.994444444444,83.25,428.62,26.5,23.81,46.339,31920.239071845,1178000.0,,1.0
ABW,2002.0,Other,91.781,25.0,91781.0,0.0002723875311883,27.23875311883723,3.3406952586345895,511.522222222222,83.69,546.53,26.66,23.49,45.972,31888.5087368958,1225000.0,,1.0
ABW,2003.0,Other,92.701,0.0,92701.0,0.0,0.0,0.0,517.377777777778,83.5,655.13,26.79,24.33,45.606,32507.0843145555,1184000.0,,1.0
ABW,2004.0,Other,93.54,173.0,93540.0,0.0018494761599315,184.947615993158,5.225464999601386,528.544444444444,83.3,1114.48,26.71,23.87,45.24,35059.2730980113,1304000.0,,1.0
ABW,2005.0,Other,94.483,0.0,94483.0,0.0,0.0,0.0,542.416666666667,82.94,890.15,27.11,23.83,44.875,35098.7976687362,1286000.0,,1.0
ABW,2006.0,Other,95.606,5.0,95606.0,5.229797293056921e-05,5.229797293056921,1.829343795039986,552.25,83.24,581.35,26.91,23.82,44.511,35937.5946548103,1285000.0,,1.0
ABW,2007.0,Other,96.787,0.0,96787.0,0.0,0.0,0.0,556.388888888889,83.87,691.32,26.78,24.07,44.147,37768.5660136644,1254000.0,,1.0
ABW,2008.0,Other,97.996,0.0,97996.0,0.0,0.0,0.0,560.65,82.58,1103.87,26.48,23.58,43.783,38904.9992478386,1383000.0,,1.0
ABW,2009.0,Other,99.212,845.0,99212.0,0.0085171148651372,851.7114865137282,6.748421256413376,564.466666666667,83.73,482.53,26.69,23.69,43.421,34339.9391561123,1420000.0,,1.0
ABW,2010.0,Other,100.342,1415.0,100342.0,0.0141017719399653,1410.1771939965315,7.252179524405197,565.766666666667,83.99,1398.47,27.09,24.35,43.059,33729.5119101741,1394000.0,,1.0
ABW,2011.0,Other,101.288,3027.0,101288.0,0.0298850801674433,2988.508016744333,8.002864109951194,569.95,83.45,1156.81,26.73,23.6,42.94,35324.0720643325,1469000.0,,1.0
ABW,2012.0,Other,102.112,0.0,102112.0,0.0,0.0,0.0,578.388888888889,83.37,621.98,26.78,23.66,42.957,34095.6471714416,1481000.0,,1.0
ABW,2013.0,Other,102.88,528.0,102880.0,0.0051321928460342,513.2192846034214,6.242649798219197,587.083333333333,83.55,491.25,26.78,23.7,42.99,35901.653313159,1667000.0,,1.0
ABW,2014.0,Other,103.594,49.0,103594.0,0.0004730003668166,47.3000366816611,3.87743232011292,593.372222222222,83.94,404.16,26.61,23.89,43.041,35657.2871970529,1739000.0,,1.0
ABW,2015.0,Other,104.257,0.0,104257.0,0.0,0.0,0.0,599.477777777778,84.51,303.96,26.74,24.23,43.108,35972.8664446515,1832000.0,,1.0
ABW,2016.0,Other,104.874,51.0,104874.0,0.000486297843126,48.6297843126037,3.9045911436822633,604.038888888889,84.56,790.69,27.02,24.37,43.192,36117.5082112517,1758000.0,,1.0
ABW,2017.0,Other,105.439,0.0,105439.0,0.0,0.0,0.0,604.083333333333,83.83,531.86,26.96,23.28,43.293,37524.9284784013,1863000.0,,1.0
ABW,2018.0,Other,105.962,9.0,105962.0,8.493610917121233e-05,8.493610917121233,2.2506190373134873,605.044444444444,84.12,555.35,26.51,23.15,43.411,39287.0195169703,1897000.0,,1.0
ABW,2019.0,Other,106.442,0.0,106442.0,0.0,0.0,0.0,606.683333333333,84.24,315.31,26.83,24.01,43.546,39110.2761899842,1951000.0,,1.0
ABW,2020.0,Other,106.585,1.0,106585.0,9.38218323403856e-06,0.938218323403856,0.66176916109875,603.261111111111,83.07,638.34,27.12,23.81,43.697,28976.4635497124,,,1.0
ABW,2021.0,Other,106.536,0.0,106536.0,0.0,0.0,0.0,598.333333333333,83.01,578.03,26.8,24.13,43.866,35696.3093722926,,,1.0
ABW,2022.0,Other,106.445,0.0,106445.0,0.0,0.0,0.0,596.166666666667,82.34,817.85,26.75,23.41,44.052,41649.4507917816,,,1.0
AFG,1950.0,Asia-Pacific States,7480.461,0.0,7480461.0,0.0,0.0,0.0,,45.23,349.26,10.25,-19.61,,,,,2.0
AFG,1951.0,Asia-Pacific States,7571.536,0.0,7571536.0,0.0,0.0,0.0,,48.2,460.11,11.26,-18.42,,,,,2.0
AFG,1952.0,Asia-Pacific States,7667.532,0.0,7667532.0,0.0,0.0,0.0,,46.9,385.5,11.25,-15.91,,,,,2.0
AFG,1953.0,Asia-Pacific States,7764.546,0.0,7764546.0,0.0,0.0,0.0,,51.54,573.08,11.43,-14.45,,,,,2.0
AFG,1954.0,Asia-Pacific States,7864.285,0.0,7864285.0,0.0,0.0,0.0,,49.22,499.84,11.09,-15.5,,,,,2.0
AFG,1955.0,Asia-Pacific States,7971.931,0.0,7971931.0,0.0,0.0,0.0,,44.52,393.31,11.91,-13.74,,,,,2.0
AFG,1956.0,Asia-Pacific States,8087.727,0.0,8087727.0,0.0,0.0,0.0,,44.46,398.74,11.68,-13.78,,,,,2.0
AFG,1957.0,Asia-Pacific States,8210.202,0.0,8210201.999999999,0.0,0.0,0.0,,52.07,548.35,9.83,-15.78,,,,,2.0
AFG,1958.0,Asia-Pacific States,8333.826,0.0,8333825.999999999,0.0,0.0,0.0,,42.46,291.75,12.11,-12.08,,,,,2.0
AFG,1959.0,Asia-Pacific States,8468.212,0.0,8468212.0,0.0,0.0,0.0,,47.87,403.99,11.75,-16.16,,,,,2.0
AFG,1960.0,Asia-Pacific States,8622.466,0.0,8622466.0,0.0,0.0,0.0,,45.69,375.64,11.27,-13.46,8.401,,,,2.0
AFG,1961.0,Asia-Pacific States,8790.14,0.0,8790140.0,0.0,0.0,0.0,14.127045674072,46.12,377.88,11.35,-15.69,8.684,,,,2.0
AFG,1962.0,Asia-Pacific States,8969.046,0.0,8969046.0,0.0,0.0,0.0,14.4188491789706,44.36,300.84,11.12,-15.34,8.976,,,,2.0
AFG,1963.0,Asia-Pacific States,9157.464,0.0,9157464.0,0.0,0.0,0.0,14.7256136638916,45.08,343.42,12.38,-15.31,9.276,,,,2.0
AFG,1964.0,Asia-Pacific States,9355.514,0.0,9355514.0,0.0,0.0,0.0,15.0473268632231,45.41,384.51,10.38,-21.38,9.586,,,,2.0
AFG,1965.0,Asia-Pacific States,9565.147,0.0,9565147.0,0.0,0.0,0.0,15.3872222988823,47.22,390.93,11.21,-14.33,9.904,,,,2.0
AFG,1966.0,Asia-Pacific States,9783.147,0.0,9783147.0,0.0,0.0,0.0,15.7404519877957,43.32,301.13,11.62,-15.43,10.233,,,,2.0
AFG,1967.0,Asia-Pacific States,10010.03,0.0,10010030.0,0.0,0.0,0.0,16.1077518666728,48.16,421.26,11.03,-18.75,10.57,,,,2.0
AFG,1968.0,Asia-Pacific States,10247.78,0.0,10247780.0,0.0,0.0,0.0,16.4925287091977,48.64,410.44,11.03,-17.75,10.918,,,,2.0
AFG,1969.0,Asia-Pacific States,10494.49,0.0,10494490.0,0.0,0.0,0.0,16.8919077625991,49.16,412.0,11.61,-16.8,11.275,,,,2.0
AFG,1970.0,Asia-Pacific States,10752.972,0.0,10752972.0,0.0,0.0,0.0,17.3100409364795,44.05,286.76,12.46,-13.87,11.643,,,,2.0
AFG,1971.0,Asia-Pacific States,11015.857,0.0,11015857.0,0.0,0.0,0.0,17.7355641414838,41.35,247.6,12.7,-16.4,12.021,,,,2.0
AFG,1972.0,Asia-Pacific States,11286.752,0.0,11286752.0,0.0,0.0,0.0,18.1741042270365,51.28,497.0,10.13,-19.52,12.41,,,,2.0
AFG,1973.0,Asia-Pacific States,11575.304,0.0,11575304.0,0.0,0.0,0.0,18.6406620363982,45.81,330.46,11.99,-19.43,12.809,,,,2.0
AFG,1974.0,Asia-Pacific States,11869.878,0.0,11869878.0,0.0,0.0,0.0,19.1176839458473,46.16,366.28,10.96,-18.5,13.219,,,,2.0
AFG,1975.0,Asia-Pacific States,12157.386,0.0,12157386.0,0.0,0.0,0.0,19.5850451527835,46.66,351.28,11.04,-16.38,13.641,,,,2.0
AFG,1976.0,Asia-Pacific States,12425.268,0.0,12425268.0,0.0,0.0,0.0,20.0233828557411,48.42,424.94,11.63,-13.65,14.074,,,,2.0
AFG,1977.0,Asia-Pacific States,12687.302,0.0,12687302.0,0.0,0.0,0.0,20.4540668169204,46.39,376.1,12.71,-17.85,14.517,,,,2.0
AFG,1978.0,Asia-Pacific States,12938.862,0.0,12938862.0,0.0,0.0,0.0,20.8690814589945,46.61,339.42,12.2,-17.6,14.973,,,,2.0
AFG,1979.0,Asia-Pacific States,12986.369,0.0,12986369.0,0.0,0.0,0.0,20.936735507413,47.63,398.22,11.81,-14.77,15.442,,,,2.0
AFG,1980.0,Asia-Pacific States,12486.632,0.0,12486632.0,0.0,0.0,0.0,20.1912070895236,48.33,417.93,12.43,-17.43,15.995,,,,2.0
AFG,1981.0,Asia-Pacific States,11155.195,0.0,11155195.0,0.0,0.0,0.0,18.302716833019,48.41,410.79,12.19,-13.77,16.562,,,,2.0
AFG,1982.0,Asia-Pacific States,10088.288,0.0,10088288.0,0.0,0.0,0.0,16.8519969949251,53.75,498.93,10.82,-15.48,17.147,,,,2.0
AFG,1983.0,Asia-Pacific States,9951.449,0.0,9951449.0,0.0,0.0,0.0,16.7394661392454,49.88,373.33,11.74,-15.24,17.747,,,,2.0
AFG,1984.0,Asia-Pacific States,10243.686,0.0,10243686.0,0.0,0.0,0.0,17.1568633764163,47.86,338.27,11.63,-18.92,18.365,,,,2.0
AFG,1985.0,Asia-Pacific States,10512.222,0.0,10512222.0,0.0,0.0,0.0,17.5196663753584,46.66,316.98,12.21,-14.37,18.997,,,,2.0
AFG,1986.0,Asia-Pacific States,10448.442,0.0,10448442.0,0.0,0.0,0.0,17.5092743357405,47.23,392.11,11.3,-16.19,19.647,,,,2.0
AFG,1987.0,Asia-Pacific States,10322.758,0.0,10322758.0,0.0,0.0,0.0,17.4598193888659,45.01,350.27,12.62,-11.97,20.314,,,,2.0
AFG,1988.0,Asia-Pacific States,10383.46,0.0,10383460.0,0.0,0.0,0.0,17.6675375251062,46.78,374.1,12.88,-13.17,20.998,,,,2.0
AFG,1989.0,Asia-Pacific States,10673.168,0.0,10673168.0,0.0,0.0,0.0,18.205369271576,47.04,374.25,10.9,-15.58,21.088,,,,2.0
AFG,1990.0,Asia-Pacific States,10694.796,0.0,10694796.0,0.0,0.0,0.0,18.4684237155605,47.92,392.27,12.22,-17.49,21.177,,,,2.0
AFG,1991.0,Asia-Pacific States,10745.167,0.0,10745167.0,0.0,0.0,0.0,18.7646673719393,51.81,525.41,11.22,-16.4,21.266,,,,2.0
AFG,1992.0,Asia-Pacific States,12057.433,0.0,12057433.0,0.0,0.0,0.0,20.3593425632062,50.57,486.02,10.95,-15.24,21.355,,,,2.0
AFG,1993.0,Asia-Pacific States,14003.76,0.0,14003760.0,0.0,0.0,0.0,22.9108933965012,47.18,356.51,11.48,-16.55,21.444,,,,2.0
AFG,1994.0,Asia-Pacific States,15455.554,0.0,15455554.0,0.0,0.0,0.0,24.9157413795747,47.96,378.26,11.85,-15.37,21.534,,,,2.0
AFG,1995.0,Asia-Pacific States,16418.912,0.0,16418912.0,0.0,0.0,0.0,26.1653649786118,46.16,366.3,11.71,-13.55,21.624,,,,2.0
AFG,1996.0,Asia-Pacific States,17106.595,0.0,17106595.0,0.0,0.0,0.0,27.2346656854177,46.24,368.1,11.45,-18.97,21.714,,,,2.0
AFG,1997.0,Asia-Pacific States,17788.819,0.0,17788819.0,0.0,0.0,0.0,28.2907731935054,48.54,420.69,11.61,-15.62,21.805,,,,2.0
AFG,1998.0,Asia-Pacific States,18493.132,0.0,18493132.0,0.0,0.0,0.0,29.3761341857934,45.88,407.78,12.65,-14.71,21.895,,,,2.0
AFG,1999.0,Asia-Pacific States,19262.847,0.0,19262847.0,0.0,0.0,0.0,30.49198135627,45.98,350.35,12.55,-15.45,21.986,,,,2.0
AFG,2000.0,Asia-Pacific States,19542.982,0.0,19542982.0,0.0,0.0,0.0,30.8638471091486,41.11,222.32,12.56,-15.94,22.078,813.550255990893,,,2.0
AFG,2001.0,Asia-Pacific States,19688.632,0.0,19688632.0,0.0,0.0,0.0,31.099929472732,39.06,205.64,13.41,-15.7,22.169,747.688045459929,,,2.0
AFG,2002.0,Asia-Pacific States,21000.256,0.0,21000256.0,0.0,0.0,0.0,32.77696058139,42.31,307.55,13.05,-15.98,22.261,926.507941009788,,,2.0
AFG,2003.0,Asia-Pacific States,22645.13,0.0,22645130.0,0.0,0.0,0.0,34.8543443263879,44.4,353.28,12.48,-14.77,22.353,966.962032047533,,,2.0
AFG,2004.0,Asia-Pacific States,23553.551,0.0,23553551.0,0.0,0.0,0.0,36.1232295355933,42.67,319.09,13.19,-12.82,22.5,971.633503058856,,,2.0
AFG,2005.0,Asia-Pacific States,24411.191,0.0,24411191.0,0.0,0.0,0.0,37.4171181945019,47.22,376.73,11.98,-14.65,22.703,1076.08735259624,,,2.0
AFG,2006.0,Asia-Pacific States,25442.944,0.0,25442944.0,0.0,0.0,0.0,38.9802584977692,45.07,349.26,13.4,-17.26,22.907,1121.83447075137,,,2.0
AFG,2007.0,Asia-Pacific States,25903.301,0.0,25903301.0,0.0,0.0,0.0,39.7250233813225,46.06,341.61,12.53,-14.9,23.113,1286.9498431073,,,2.0
AFG,2008.0,Asia-Pacific States,26427.199,0.0,26427199.0,0.0,0.0,0.0,40.6031951918802,43.12,280.96,12.69,-20.35,23.32,1333.74726659751,,,2.0
AFG,2009.0,Asia-Pacific States,27385.307,0.0,27385307.0,0.0,0.0,0.0,42.1110666482682,47.71,423.47,12.33,-12.51,23.528,1570.69814518678,,,2.0
AFG,2010.0,Asia-Pacific States,28189.672,0.0,28189672.0,0.0,0.0,0.0,43.3652070588596,42.63,335.88,13.41,-14.59,23.737,1765.53802828895,,,2.0
AFG,2011.0,Asia-Pacific States,29249.157,0.0,29249157.0,0.0,0.0,0.0,44.9959492816951,43.94,352.62,13.0,-14.49,23.948,1744.06062321558,,,2.0
AFG,2012.0,Asia-Pacific States,30466.479,0.0,30466479.0,0.0,0.0,0.0,46.8546892967205,45.78,388.37,11.6,-17.11,24.16,1988.42930381554,,,2.0
AFG,2013.0,Asia-Pacific States,31541.209,0.0,31541209.0,0.0,0.0,0.0,48.4839765113534,45.0,335.4,12.83,-15.57,24.373,2133.24127098647,,,2.0
AFG,2014.0,Asia-Pacific States,32716.21,0.0,32716210.0,0.0,0.0,0.0,50.2775447311531,44.12,351.32,12.31,-17.15,24.587,2224.49074815215,,,2.0
AFG,2015.0,Asia-Pacific States,33753.499,0.0,33753499.0,0.0,0.0,0.0,51.8709105683578,46.47,399.88,12.96,-13.29,24.803,2284.07584789349,,,2.0
AFG,2016.0,Asia-Pacific States,34636.207,0.0,34636207.0,0.0,0.0,0.0,53.2030296061205,43.04,316.19,13.74,-11.36,25.02,2213.1814410479,,,2.0
AFG,2017.0,Asia-Pacific States,35643.418,0.0,35643418.0,0.0,0.0,0.0,54.7183278904681,41.52,327.31,13.54,-13.92,25.25,2335.79586234454,,,2.0
AFG,2018.0,Asia-Pacific States,36686.784,0.0,36686784.0,0.0,0.0,0.0,56.3344817012404,40.42,283.99,13.72,-11.72,25.495,2432.27670083336,,,2.0
AFG,2019.0,Asia-Pacific States,37769.498,0.0,37769498.0,0.0,0.0,0.0,58.0410606687825,45.75,437.12,12.96,-12.45,25.754,2583.48533239877,,,2.0
AFG,2020.0,Asia-Pacific States,38972.23,0.0,38972230.0,0.0,0.0,0.0,59.9006163469942,45.45,408.16,12.31,-14.4,26.026,2561.98176058622,,,2.0
AFG,2021.0,Asia-Pacific States,40099.462,4176.0,40099462.0,0.0001041410480769,10.414104807690435,2.434849854452807,61.3286907992579,37.23,214.54,13.95,-13.94,26.314,2144.16657002819,,,2.0
AFG,2022.0,Asia-Pacific States,41128.771,0.0,41128771.0,0.0,0.0,0.0,62.2155405301811,44.12,321.1,13.74,-13.24,26.616,2122.99581512665,,,2.0
AGO,1950.0,African States,4478.184,0.0,4478184.0,0.0,0.0,0.0,,62.91,1289.23,20.99,8.47,,,,,1.0
AGO,1951.0,African States,4569.738,0.0,4569738.0,0.0,0.0,0.0,,63.49,1391.96,21.26,8.55,,,,,1.0
AGO,1952.0,African States,4663.958,0.0,4663958.0,0.0,0.0,0.0,,61.4,1263.96,21.58,8.92,,,,,1.0
AGO,1953.0,African States,4758.724,0.0,4758724.0,0.0,0.0,0.0,,62.65,1200.0,21.23,9.06,,,,,1.0
AGO,1954.0,African States,4850.458,0.0,4850458.0,0.0,0.0,0.0,,49.3,698.86,22.23,8.03,,,,,1.0
AGO,1955.0,African States,4938.118,0.0,4938118.0,0.0,0.0,0.0,,59.12,984.49,21.31,8.89,,,,,1.0
AGO,1956.0,African States,5022.108,0.0,5022108.0,0.0,0.0,0.0,,58.3,1002.15,21.24,8.27,,,,,1.0
AGO,1957.0,African States,5104.328,0.0,5104328.0,0.0,0.0,0.0,,63.87,1317.26,21.44,8.02,,,,,1.0
AGO,1958.0,African States,5185.839,0.0,5185839.0,0.0,0.0,0.0,,61.04,1022.43,21.42,8.24,,,,,1.0
AGO,1959.0,African States,5269.947,0.0,5269947.0,0.0,0.0,0.0,,64.95,1309.01,21.51,9.8,,,,,1.0
AGO,1960.0,African States,5357.196,0.0,5357196.0,0.0,0.0,0.0,,66.3,1328.88,21.23,8.32,10.435,,,,1.0
AGO,1961.0,African States,5441.333,0.0,5441333.0,0.0,0.0,0.0,4.25249298147108,68.18,1367.36,21.19,9.28,10.798,,,,1.0
AGO,1962.0,African States,5521.4,0.0,5521400.0,0.0,0.0,0.0,4.29478623566215,65.69,1195.71,21.25,8.03,11.204,,,,1.0
AGO,1963.0,African States,5599.827,0.0,5599827.0,0.0,0.0,0.0,4.33810860672175,68.94,1251.6,21.05,8.62,11.624,,,,1.0
AGO,1964.0,African States,5673.199,0.0,5673199.0,0.0,0.0,0.0,4.38292051014679,63.68,1081.46,21.23,8.03,12.058,,,,1.0
AGO,1965.0,African States,5736.582,0.0,5736582.0,0.0,0.0,0.0,4.42927809416861,63.34,1204.52,21.21,8.93,12.504,,,,1.0
AGO,1966.0,African States,5787.044,0.0,5787044.0,0.0,0.0,0.0,4.47692788962862,64.35,1187.93,21.74,10.21,12.965,,,,1.0
AGO,1967.0,African States,5827.503,0.0,5827503.0,0.0,0.0,0.0,4.52539263656052,66.57,1320.92,21.1,8.24,13.441,,,,1.0
AGO,1968.0,African States,5868.203,0.0,5868203.0,0.0,0.0,0.0,4.57423518087752,64.28,1143.37,21.2,7.59,13.932,,,,1.0
AGO,1969.0,African States,5928.386,0.0,5928386.0,0.0,0.0,0.0,4.62315312424801,66.07,1329.04,21.4,10.48,14.436,,,,1.0
AGO,1970.0,African States,6029.7,0.0,6029700.0,0.0,0.0,0.0,4.69462420790888,63.34,1135.58,21.59,8.84,14.957,,,,1.0
AGO,1971.0,African States,6177.049,0.0,6177049.0,0.0,0.0,0.0,4.80556830031283,63.5,1060.76,21.27,9.81,15.632,,,,1.0
AGO,1972.0,African States,6364.732,0.0,6364732.0,0.0,0.0,0.0,4.95248415817759,64.67,1120.19,21.24,8.38,16.455,,,,1.0
AGO,1973.0,African States,6578.23,0.0,6578230.0,0.0,0.0,0.0,5.12435068581054,62.25,1009.98,21.78,9.46,17.31,,,,1.0
AGO,1974.0,African States,6802.494,0.0,6802494.0,0.0,0.0,0.0,5.3046980027272,65.98,1123.78,20.85,8.3,18.202,,,,1.0
AGO,1975.0,African States,7032.713,0.0,7032713.0,0.0,0.0,0.0,5.48884815914013,64.47,1081.58,21.13,9.19,19.128,,,,1.0
AGO,1976.0,African States,7266.78,0.0,7266780.0,0.0,0.0,0.0,5.67471244084383,66.31,1289.11,20.79,8.43,20.092,,,,1.0
AGO,1977.0,African States,7511.894,0.0,7511894.0,0.0,0.0,0.0,5.86975936472287,64.1,1125.07,21.59,9.79,21.088,,,,1.0
AGO,1978.0,African States,7771.59,0.0,7771590.0,0.0,0.0,0.0,6.07743161947541,63.87,1041.35,21.34,9.18,22.122,,,,1.0
