adm_0_iso3,year,region_un,TPopulation1July_per_1000,pop_density_per_km2,era5_hur_annual_mean_relative_humidity,era5_pr_annual_mean_precipitation,era5_tas_annual_mean_temp,era5_tnn_annual_min_temp,urban_growth,gdp_ppp,tourism_arrivals,tourism_departures,dengue_total,TPopulation1July,incidence,incidence_per_100k,log_incidence_per_100k
ABW,1961.0,Other,55.811,308.766666666667,83.3,724.29,26.39,23.96,1.15867889277515,..,..,..,0.0,55811.0,0.0,0.0,0.0
ABW,1962.0,Other,56.682,312.888888888889,83.36,501.37,26.43,23.09,1.29597531557886,..,..,..,0.0,56682.0,0.0,0.0,0.0
ABW,1963.0,Other,57.475,316.677777777778,84.0,518.06,26.46,23.57,1.17224849682195,..,..,..,0.0,57475.0,0.0,0.0,0.0
ABW,1964.0,Other,58.178,320.105555555556,84.05,575.47,26.21,23.06,1.04579714018536,..,..,..,0.0,58178.0,0.0,0.0,0.0
ABW,1965.0,Other,58.782,323.277777777778,84.18,589.34,26.11,22.7,0.957042878606285,..,..,..,0.0,58782.0,0.0,0.0,0.0
ABW,1966.0,Other,59.291,326.077777777778,83.52,843.85,26.41,23.73,0.833746032345883,..,..,..,0.0,59291.0,0.0,0.0,0.0
ABW,1967.0,Other,59.522,327.722222222222,83.61,579.79,26.12,23.34,0.472845831453038,..,..,..,0.0,59522.0,0.0,0.0,0.0
ABW,1968.0,Other,59.471,328.161111111111,82.96,683.35,26.32,23.07,0.103659871180511,..,..,..,0.0,59471.0,0.0,0.0,0.0
ABW,1969.0,Other,59.33,328.066666666667,83.94,851.02,26.82,23.64,-0.0601765196014374,..,..,..,0.0,59330.0,0.0,0.0,0.0
ABW,1970.0,Other,59.106,327.5,83.25,1008.97,26.55,23.52,-0.200850333647199,..,..,..,0.0,59106.0,0.0,0.0,0.0
ABW,1971.0,Other,58.816,326.561111111111,82.97,591.35,26.05,23.12,-0.31884036341115,..,..,..,0.0,58816.0,0.0,0.0,0.0
ABW,1972.0,Other,58.856,322.483333333333,84.7,569.4,26.29,22.92,-1.28562566465206,..,..,..,0.0,58856.0,0.0,0.0,0.0
ABW,1973.0,Other,59.365,323.883333333333,83.79,1099.62,26.46,23.32,0.400992823309479,..,..,..,0.0,59365.0,0.0,0.0,0.0
ABW,1974.0,Other,60.028,324.161111111111,83.95,1025.88,25.91,22.95,0.0576378662823076,..,..,..,0.0,60028.0,0.0,0.0,0.0
ABW,1975.0,Other,60.715,323.861111111111,83.89,956.68,25.89,22.65,-0.1220959961751,..,..,..,0.0,60715.0,0.0,0.0,0.0
ABW,1976.0,Other,61.193,324.266666666667,83.89,554.73,25.94,22.8,0.0949764326338618,..,..,..,0.0,61193.0,0.0,0.0,0.0
ABW,1977.0,Other,61.465,325.444444444444,84.1,502.57,26.41,23.56,0.331708942115102,..,..,..,0.0,61465.0,0.0,0.0,0.0
ABW,1978.0,Other,61.738,326.533333333333,84.6,650.28,26.44,23.78,0.303664448205213,..,..,..,0.0,61738.0,0.0,0.0,0.0
ABW,1979.0,Other,62.006,328.838888888889,83.28,852.92,26.62,23.17,0.6748728755313,..,..,..,0.0,62006.0,0.0,0.0,0.0
ABW,1980.0,Other,62.266,332.827777777778,83.62,559.9,26.72,23.65,1.17431199272958,..,..,..,0.0,62266.0,0.0,0.0,0.0
ABW,1981.0,Other,62.614,336.461111111111,83.59,887.79,26.75,24.1,1.05601770896721,..,..,..,0.0,62614.0,0.0,0.0,0.0
ABW,1982.0,Other,63.116,340.422222222222,84.55,502.99,26.26,23.23,1.13885329408148,..,..,..,0.0,63116.0,0.0,0.0,0.0
ABW,1983.0,Other,63.683,345.711111111111,85.19,381.42,26.63,24.21,1.51238292942866,..,..,..,0.0,63683.0,0.0,0.0,0.0
ABW,1984.0,Other,64.174,349.45,83.42,725.95,26.12,23.64,1.04616728942429,..,..,..,0.0,64174.00000000001,0.0,0.0,0.0
ABW,1985.0,Other,64.478,342.933333333333,83.42,926.61,26.1,23.21,-1.91355314271703,..,..,..,0.0,64477.99999999999,0.0,0.0,0.0
ABW,1986.0,Other,64.553,332.95,84.03,738.16,26.19,23.52,-2.98549113983517,..,..,..,0.0,64553.0,0.0,0.0,0.0
ABW,1987.0,Other,64.45,328.661111111111,84.39,613.59,26.91,24.37,-1.32695152354029,..,..,..,0.0,64450.0,0.0,0.0,0.0
ABW,1988.0,Other,64.332,329.616666666667,83.91,1084.52,26.5,23.57,0.261446820508077,..,..,..,0.0,64331.99999999999,0.0,0.0,0.0
ABW,1989.0,Other,64.596,335.794444444444,83.89,593.05,26.18,22.34,1.82767082219355,..,..,..,0.0,64596.0,0.0,0.0,0.0
ABW,1990.0,Other,65.712,348.627777777778,84.28,826.75,26.38,23.02,3.71972368556136,21732.8583139266,..,..,0.0,65712.0,0.0,0.0,0.0
ABW,1991.0,Other,67.864,366.088888888889,84.29,501.56,26.32,23.68,4.85533755052239,23099.9400860323,..,..,0.0,67864.0,0.0,0.0,0.0
ABW,1992.0,Other,70.192,383.361111111111,84.51,493.83,26.47,23.93,4.00059261376928,23889.0450169367,..,..,0.0,70192.0,0.0,0.0,0.0
ABW,1993.0,Other,72.36,409.361111111111,84.09,594.2,26.61,24.28,5.73918741821349,24575.6606597482,..,..,0.0,72360.0,0.0,0.0,0.0
ABW,1994.0,Other,74.71,431.083333333333,84.25,450.49,26.3,23.46,4.33814574793597,25791.0431784591,..,..,0.0,74710.0,0.0,0.0,0.0
ABW,1995.0,Other,77.05,443.361111111111,82.66,617.7,26.88,23.76,1.97209224710019,26254.7428026592,912000,..,37.0,77050.0,0.0004802076573653472,48.02076573653472,3.8922439988783024
ABW,1996.0,Other,79.417,461.227777777778,83.42,549.34,26.49,23.65,3.10402457717499,26004.4956279226,957000,..,10.0,79417.0,0.00012591762468992785,12.591762468992785,2.6094639084218114
ABW,1997.0,Other,81.858,479.45,84.5,384.93,26.42,23.72,3.02265295928167,27240.8027885838,947000,..,0.0,81858.0,0.0,0.0,0.0
ABW,1998.0,Other,84.355,491.394444444444,85.14,527.28,26.91,24.18,1.60149184213826,27412.7551935589,906000,..,0.0,84355.0,0.0,0.0,0.0
ABW,1999.0,Other,86.867,498.105555555556,82.73,989.39,26.55,23.24,0.49347668351089,27765.6532571053,972000,..,130.0,86867.0,0.0014965406886389538,149.6540688638954,5.014986273933091
ABW,2000.0,Other,89.101,503.266666666667,83.18,680.29,26.3,22.64,0.156076367200097,30245.7069739744,1211000,..,76.0,89101.0,0.0008529646131917711,85.29646131917711,4.4577885928358985
ABW,2001.0,Other,90.69,507.994444444444,83.25,428.62,26.5,23.81,0.12279791842057,31920.239071845,1178000,..,0.0,90690.0,0.0,0.0,0.0
ABW,2002.0,Other,91.781,511.522222222222,83.69,546.53,26.66,23.49,-0.103896113241903,31888.5087368958,1225000,..,25.0,91781.0,0.00027238753118837233,27.238753118837234,3.3406952586345895
ABW,2003.0,Other,92.701,517.377777777778,83.5,655.13,26.79,24.33,0.339622967953983,32507.0843145555,1184000,..,0.0,92701.0,0.0,0.0,0.0
ABW,2004.0,Other,93.54,528.544444444444,83.3,1114.48,26.71,23.87,1.32848805721585,35059.2730980113,1304000,..,173.0,93540.0,0.00184947615993158,184.947615993158,5.225464999601386
ABW,2005.0,Other,94.483,542.416666666667,82.94,890.15,27.11,23.83,1.78234851597787,35098.7976687362,1286000,..,0.0,94483.0,0.0,0.0,0.0
ABW,2006.0,Other,95.606,552.25,83.24,581.35,26.91,23.82,0.981157087448718,35937.5946548103,1285000,..,5.0,95606.0,5.229797293056921e-05,5.229797293056921,1.829343795039986
ABW,2007.0,Other,96.787,556.388888888889,83.87,691.32,26.78,24.07,-0.0746108401199707,37768.5660136644,1254000,..,0.0,96787.0,0.0,0.0,0.0
ABW,2008.0,Other,97.996,560.65,82.58,1103.87,26.48,23.58,-0.0656130887708667,38904.9992478386,1383000,..,0.0,97996.0,0.0,0.0,0.0
ABW,2009.0,Other,99.212,564.466666666667,83.73,482.53,26.69,23.69,-0.151753689896969,34339.9391561123,1420000,..,845.0,99212.0,0.008517114865137282,851.7114865137282,6.748421256413376
ABW,2010.0,Other,100.342,565.766666666667,83.99,1398.47,27.09,24.35,-0.607047688172475,33729.5119101741,1394000,..,1415.0,100342.0,0.014101771939965318,1410.1771939965317,7.252179524405197
ABW,2011.0,Other,101.288,569.95,83.45,1156.81,26.73,23.6,0.461873567178305,35324.0720643325,1469000,..,3027.0,101288.0,0.02988508016744333,2988.508016744333,8.002864109951194
ABW,2012.0,Other,102.112,578.388888888889,83.37,621.98,26.78,23.66,1.50944561855444,34095.6471714416,1481000,..,0.0,102112.0,0.0,0.0,0.0
ABW,2013.0,Other,102.88,587.083333333333,83.55,491.25,26.78,23.7,1.56847690957925,35901.653313159,1667000,..,528.0,102880.0,0.005132192846034215,513.2192846034214,6.242649798219197
ABW,2014.0,Other,103.594,593.372222222222,83.94,404.16,26.61,23.89,1.18380831276056,35657.2871970529,1739000,..,49.0,103594.0,0.000473000366816611,47.3000366816611,3.87743232011292
ABW,2015.0,Other,104.257,599.477777777778,84.51,303.96,26.74,24.23,1.17855765318792,35972.8664446515,1832000,..,0.0,104257.0,0.0,0.0,0.0
ABW,2016.0,Other,104.874,604.038888888889,84.56,790.69,27.02,24.37,0.952113058122467,36117.5082112517,1758000,..,51.0,104874.0,0.00048629784312603693,48.6297843126037,3.9045911436822633
ABW,2017.0,Other,105.439,604.083333333333,83.83,531.86,26.96,23.28,0.242460453119476,37524.9284784013,1863000,..,0.0,105439.0,0.0,0.0,0.0
ABW,2018.0,Other,105.962,605.044444444444,84.12,555.35,26.51,23.15,0.430299647547312,39287.0195169703,1897000,..,9.0,105962.0,8.493610917121233e-05,8.493610917121233,2.2506190373134873
ABW,2019.0,Other,106.442,606.683333333333,84.24,315.31,26.83,24.01,0.582083641152141,39110.2761899842,1951000,..,0.0,106442.0,0.0,0.0,0.0
ABW,2020.0,Other,106.585,603.261111111111,83.07,638.34,27.12,23.81,-0.221045741194619,28976.4635497124,..,..,1.0,106585.0,9.382183234038561e-06,0.9382183234038561,0.66176916109875
ABW,2021.0,Other,106.536,598.333333333333,83.01,578.03,26.8,24.13,-0.432978826866365,35696.3093722926,..,..,0.0,106536.0,0.0,0.0,0.0
ABW,2022.0,Other,106.445,596.166666666667,82.34,817.85,26.75,23.41,0.0592492293772616,41649.4507917816,..,..,0.0,106445.0,0.0,0.0,0.0
AFG,1961.0,Asia-Pacific States,8790.14,14.127045674072,46.12,377.88,11.35,-15.69,5.27538876806322,..,..,..,0.0,8790140.0,0.0,0.0,0.0
AFG,1962.0,Asia-Pacific States,8969.046,14.4188491789706,44.36,300.84,11.12,-15.34,5.35167131219685,..,..,..,0.0,8969046.0,0.0,0.0,0.0
AFG,1963.0,Asia-Pacific States,9157.464,14.7256136638916,45.08,343.42,12.38,-15.31,5.39284841822284,..,..,..,0.0,9157464.0,0.0,0.0,0.0
AFG,1964.0,Asia-Pacific States,9355.514,15.0473268632231,45.41,384.51,10.38,-21.38,5.44859829078835,..,..,..,0.0,9355514.0,0.0,0.0,0.0
AFG,1965.0,Asia-Pacific States,9565.147,15.3872222988823,47.22,390.93,11.21,-14.33,5.49713607712057,..,..,..,0.0,9565147.0,0.0,0.0,0.0
AFG,1966.0,Asia-Pacific States,9783.147,15.7404519877957,43.32,301.13,11.62,-15.43,5.53756334730543,..,..,..,0.0,9783147.0,0.0,0.0,0.0
AFG,1967.0,Asia-Pacific States,10010.03,16.1077518666728,48.16,421.26,11.03,-18.75,5.5468998953626,..,..,..,0.0,10010030.0,0.0,0.0,0.0
AFG,1968.0,Asia-Pacific States,10247.78,16.4925287091977,48.64,410.44,11.03,-17.75,5.59999354281487,..,..,..,0.0,10247780.0,0.0,0.0,0.0
AFG,1969.0,Asia-Pacific States,10494.49,16.8919077625991,49.16,412.0,11.61,-16.8,5.6102176678933,..,..,..,0.0,10494490.0,0.0,0.0,0.0
AFG,1970.0,Asia-Pacific States,10752.972,17.3100409364795,44.05,286.76,12.46,-13.87,5.656950622237,..,..,..,0.0,10752972.0,0.0,0.0,0.0
AFG,1971.0,Asia-Pacific States,11015.857,17.7355641414838,41.35,247.6,12.7,-16.4,5.62346605794484,..,..,..,0.0,11015857.0,0.0,0.0,0.0
AFG,1972.0,Asia-Pacific States,11286.752,18.1741042270365,51.28,497.0,10.13,-19.52,5.62737196030848,..,..,..,0.0,11286752.0,0.0,0.0,0.0
AFG,1973.0,Asia-Pacific States,11575.304,18.6406620363982,45.81,330.46,11.99,-19.43,5.69927581222324,..,..,..,0.0,11575304.0,0.0,0.0,0.0
AFG,1974.0,Asia-Pacific States,11869.878,19.1176839458473,46.16,366.28,10.96,-18.5,5.67757027155569,..,..,..,0.0,11869878.0,0.0,0.0,0.0
AFG,1975.0,Asia-Pacific States,12157.386,19.5850451527835,46.66,351.28,11.04,-16.38,5.55771805734748,..,..,..,0.0,12157386.0,0.0,0.0,0.0
AFG,1976.0,Asia-Pacific States,12425.268,20.0233828557411,48.42,424.94,11.63,-13.65,5.338342444643,..,..,..,0.0,12425268.0,0.0,0.0,0.0
AFG,1977.0,Asia-Pacific States,12687.302,20.4540668169204,46.39,376.1,12.71,-17.85,5.22727155035373,..,..,..,0.0,12687302.0,0.0,0.0,0.0
AFG,1978.0,Asia-Pacific States,12938.862,20.8690814589945,46.61,339.42,12.2,-17.6,5.10149182027524,..,..,..,0.0,12938862.0,0.0,0.0,0.0
AFG,1979.0,Asia-Pacific States,12986.369,20.936735507413,47.63,398.22,11.81,-14.77,3.40792719208523,..,..,..,0.0,12986369.0,0.0,0.0,0.0
AFG,1980.0,Asia-Pacific States,12486.632,20.1912070895236,48.33,417.93,12.43,-17.43,-0.107327813707882,..,..,..,0.0,12486632.0,0.0,0.0,0.0
AFG,1981.0,Asia-Pacific States,11155.195,18.302716833019,48.41,410.79,12.19,-13.77,-6.33629099636522,..,..,..,0.0,11155195.0,0.0,0.0,0.0
AFG,1982.0,Asia-Pacific States,10088.288,16.8519969949251,53.75,498.93,10.82,-15.48,-4.78677238567514,..,..,..,0.0,10088288.0,0.0,0.0,0.0
AFG,1983.0,Asia-Pacific States,9951.449,16.7394661392454,49.88,373.33,11.74,-15.24,2.76929069000576,..,..,..,0.0,9951449.0,0.0,0.0,0.0
AFG,1984.0,Asia-Pacific States,10243.686,17.1568633764163,47.86,338.27,11.63,-18.92,5.88594038010959,..,..,..,0.0,10243686.0,0.0,0.0,0.0
AFG,1985.0,Asia-Pacific States,10512.222,17.5196663753584,46.66,316.98,12.21,-14.37,5.47601529572906,..,..,..,0.0,10512222.0,0.0,0.0,0.0
AFG,1986.0,Asia-Pacific States,10448.442,17.5092743357405,47.23,392.11,11.3,-16.19,3.30503042854634,..,..,..,0.0,10448442.0,0.0,0.0,0.0
AFG,1987.0,Asia-Pacific States,10322.758,17.4598193888659,45.01,350.27,12.62,-11.97,3.05569741563241,..,..,..,0.0,10322758.0,0.0,0.0,0.0
AFG,1988.0,Asia-Pacific States,10383.46,17.6675375251062,46.78,374.1,12.88,-13.17,4.49437065681378,..,..,..,0.0,10383460.0,0.0,0.0,0.0
AFG,1989.0,Asia-Pacific States,10673.168,18.205369271576,47.04,374.25,10.9,-15.58,3.42647871285019,..,..,..,0.0,10673168.0,0.0,0.0,0.0
AFG,1990.0,Asia-Pacific States,10694.796,18.4684237155605,47.92,392.27,12.22,-17.49,1.85571181170975,..,..,..,0.0,10694796.0,0.0,0.0,0.0
AFG,1991.0,Asia-Pacific States,10745.167,18.7646673719393,51.81,525.41,11.22,-16.4,2.01072857979813,..,..,..,0.0,10745167.0,0.0,0.0,0.0
AFG,1992.0,Asia-Pacific States,12057.433,20.3593425632062,50.57,486.02,10.95,-15.24,8.57405843722735,..,..,..,0.0,12057433.0,0.0,0.0,0.0
AFG,1993.0,Asia-Pacific States,14003.76,22.9108933965012,47.18,356.51,11.48,-16.55,12.2231597933636,..,..,..,0.0,14003760.0,0.0,0.0,0.0
AFG,1994.0,Asia-Pacific States,15455.554,24.9157413795747,47.96,378.26,11.85,-15.37,8.80754359106608,..,..,..,0.0,15455554.0,0.0,0.0,0.0
AFG,1995.0,Asia-Pacific States,16418.912,26.1653649786118,46.16,366.3,11.71,-13.55,5.31074209896015,..,..,..,0.0,16418912.0,0.0,0.0,0.0
AFG,1996.0,Asia-Pacific States,17106.595,27.2346656854177,46.24,368.1,11.45,-18.97,4.42076627196332,..,..,..,0.0,17106595.0,0.0,0.0,0.0
AFG,1997.0,Asia-Pacific States,17788.819,28.2907731935054,48.54,420.69,11.61,-15.62,4.22269487510631,..,..,..,0.0,17788819.0,0.0,0.0,0.0
AFG,1998.0,Asia-Pacific States,18493.132,29.3761341857934,45.88,407.78,12.65,-14.71,4.17659457207189,..,..,..,0.0,18493132.0,0.0,0.0,0.0
AFG,1999.0,Asia-Pacific States,19262.847,30.49198135627,45.98,350.35,12.55,-15.45,4.14286831157573,..,..,..,0.0,19262847.0,0.0,0.0,0.0
AFG,2000.0,Asia-Pacific States,19542.982,30.8638471091486,41.11,222.32,12.56,-15.94,1.62976951027536,813.550255990893,..,..,0.0,19542982.0,0.0,0.0,0.0
AFG,2001.0,Asia-Pacific States,19688.632,31.099929472732,39.06,205.64,13.41,-15.7,1.17332326843007,747.688045459929,..,..,0.0,19688632.0,0.0,0.0,0.0
AFG,2002.0,Asia-Pacific States,21000.256,32.77696058139,42.31,307.55,13.05,-15.98,5.66617306171591,926.507941009788,..,..,0.0,21000256.0,0.0,0.0,0.0
AFG,2003.0,Asia-Pacific States,22645.13,34.8543443263879,44.4,353.28,12.48,-14.77,6.55760458969898,966.962032047533,..,..,0.0,22645130.0,0.0,0.0,0.0
AFG,2004.0,Asia-Pacific States,23553.551,36.1232295355933,42.67,319.09,13.19,-12.82,4.23131763874936,971.633503058856,..,..,0.0,23553551.0,0.0,0.0,0.0
AFG,2005.0,Asia-Pacific States,24411.191,37.4171181945019,47.22,376.73,11.98,-14.65,4.41739908283101,1076.08735259624,..,..,0.0,24411191.0,0.0,0.0,0.0
AFG,2006.0,Asia-Pacific States,25442.944,38.9802584977692,45.07,349.26,13.4,-17.26,4.98724222320779,1121.83447075137,..,..,0.0,25442944.0,0.0,0.0,0.0
AFG,2007.0,Asia-Pacific States,25903.301,39.7250233813225,46.06,341.61,12.53,-14.9,2.78786854958775,1286.9498431073,..,..,0.0,25903301.0,0.0,0.0,0.0
AFG,2008.0,Asia-Pacific States,26427.199,40.6031951918802,43.12,280.96,12.69,-20.35,3.0781536063166,1333.74726659751,..,..,0.0,26427199.0,0.0,0.0,0.0
AFG,2009.0,Asia-Pacific States,27385.307,42.1110666482682,47.71,423.47,12.33,-12.51,4.53436841346916,1570.69814518678,..,..,0.0,27385307.0,0.0,0.0,0.0
AFG,2010.0,Asia-Pacific States,28189.672,43.3652070588596,42.63,335.88,13.41,-14.59,3.81906849382784,1765.53802828895,..,..,0.0,28189672.0,0.0,0.0,0.0
AFG,2011.0,Asia-Pacific States,29249.157,44.9959492816951,43.94,352.62,13.0,-14.49,4.5764846463086,1744.06062321558,..,..,0.0,29249157.0,0.0,0.0,0.0
AFG,2012.0,Asia-Pacific States,30466.479,46.8546892967205,45.78,388.37,11.6,-17.11,4.92921725096443,1988.42930381554,..,..,0.0,30466479.0,0.0,0.0,0.0
AFG,2013.0,Asia-Pacific States,31541.209,48.4839765113534,45.0,335.4,12.83,-15.57,4.29599309060584,2133.24127098647,..,..,0.0,31541209.0,0.0,0.0,0.0
AFG,2014.0,Asia-Pacific States,32716.21,50.2775447311531,44.12,351.32,12.31,-17.15,4.50670741506421,2224.49074815215,..,..,0.0,32716210.0,0.0,0.0,0.0
AFG,2015.0,Asia-Pacific States,33753.499,51.8709105683578,46.47,399.88,12.96,-13.29,3.9946261512183,2284.07584789349,..,..,0.0,33753499.0,0.0,0.0,0.0
AFG,2016.0,Asia-Pacific States,34636.207,53.2030296061205,43.04,316.19,13.74,-11.36,3.40681271655218,2213.1814410479,..,..,0.0,34636207.0,0.0,0.0,0.0
AFG,2017.0,Asia-Pacific States,35643.418,54.7183278904681,41.52,327.31,13.54,-13.92,3.72340281512711,2335.79586234454,..,..,0.0,35643418.0,0.0,0.0,0.0
AFG,2018.0,Asia-Pacific States,36686.784,56.3344817012404,40.42,283.99,13.72,-11.72,3.87643265737667,2432.27670083336,..,..,0.0,36686784.0,0.0,0.0,0.0
AFG,2019.0,Asia-Pacific States,37769.498,58.0410606687825,45.75,437.12,12.96,-12.45,3.995142834675,2583.48533239877,..,..,0.0,37769498.0,0.0,0.0,0.0
AFG,2020.0,Asia-Pacific States,38972.23,59.9006163469942,45.45,408.16,12.31,-14.4,4.20421701305538,2561.98176058622,..,..,0.0,38972230.0,0.0,0.0,0.0
AFG,2021.0,Asia-Pacific States,40099.462,61.3286907992579,37.23,214.54,13.95,-13.94,3.45660638746524,2144.16657002819,..,..,4176.0,40099462.0,0.00010414104807690437,10.414104807690437,2.434849854452807
AFG,2022.0,Asia-Pacific States,41128.771,62.2155405301811,44.12,321.1,13.74,-13.24,2.57685430442875,2122.99581512665,..,..,0.0,41128771.0,0.0,0.0,0.0
AGO,1961.0,African States,5441.333,4.25249298147108,68.18,1367.36,21.19,9.28,4.7473658029544,..,..,..,0.0,5441333.0,0.0,0.0,0.0
AGO,1962.0,African States,5521.4,4.29478623566215,65.69,1195.71,21.25,8.03,4.68063756246983,..,..,..,0.0,5521400.0,0.0,0.0,0.0
AGO,1963.0,African States,5599.827,4.33810860672175,68.94,1251.6,21.05,8.62,4.68373682455845,..,..,..,0.0,5599827.0,0.0,0.0,0.0
AGO,1964.0,African States,5673.199,4.38292051014679,63.68,1081.46,21.23,8.03,4.6933939890641,..,..,..,0.0,5673199.0,0.0,0.0,0.0
AGO,1965.0,African States,5736.582,4.42927809416861,63.34,1204.52,21.21,8.93,4.6841794888619,..,..,..,0.0,5736582.0,0.0,0.0,0.0
AGO,1966.0,African States,5787.044,4.47692788962862,64.35,1187.93,21.74,10.21,4.69049894199317,..,..,..,0.0,5787044.0,0.0,0.0,0.0
AGO,1967.0,African States,5827.503,4.52539263656052,66.57,1320.92,21.1,8.24,4.68228003426783,..,..,..,0.0,5827503.0,0.0,0.0,0.0
AGO,1968.0,African States,5868.203,4.57423518087752,64.28,1143.37,21.2,7.59,4.66141193762453,..,..,..,0.0,5868203.0,0.0,0.0,0.0
AGO,1969.0,African States,5928.386,4.62315312424801,66.07,1329.04,21.4,10.48,4.61747417776257,..,..,..,0.0,5928386.0,0.0,0.0,0.0
AGO,1970.0,African States,6029.7,4.69462420790888,63.34,1135.58,21.59,8.84,5.0795481669654,..,..,..,0.0,6029700.0,0.0,0.0,0.0
AGO,1971.0,African States,6177.049,4.80556830031283,63.5,1060.76,21.27,9.81,6.74972783447667,..,..,..,0.0,6177049.0,0.0,0.0,0.0
AGO,1972.0,African States,6364.732,4.95248415817759,64.67,1120.19,21.24,8.38,8.14235337676577,..,..,..,0.0,6364732.0,0.0,0.0,0.0
AGO,1973.0,African States,6578.23,5.12435068581054,62.25,1009.98,21.78,9.46,8.47691445988107,..,..,..,0.0,6578230.0,0.0,0.0,0.0
AGO,1974.0,African States,6802.494,5.3046980027272,65.98,1123.78,20.85,8.3,8.48362579586015,..,..,..,0.0,6802494.0,0.0,0.0,0.0
AGO,1975.0,African States,7032.713,5.48884815914013,64.47,1081.58,21.13,9.19,8.37474606042368,..,..,..,0.0,7032713.0,0.0,0.0,0.0
AGO,1976.0,African States,7266.78,5.67471244084383,66.31,1289.11,20.79,8.43,8.24695400795683,..,..,..,0.0,7266780.0,0.0,0.0,0.0
AGO,1977.0,African States,7511.894,5.86975936472287,64.1,1125.07,21.59,9.79,8.21766686937229,..,..,..,0.0,7511894.0,0.0,0.0,0.0
AGO,1978.0,African States,7771.59,6.07743161947541,63.87,1041.35,21.34,9.18,8.26367671283912,..,..,..,0.0,7771590.0,0.0,0.0,0.0
AGO,1979.0,African States,8043.218,6.29438277051416,64.67,1166.42,21.57,8.67,8.2310160357377,..,..,..,0.0,8043218.0,0.0,0.0,0.0
AGO,1980.0,African States,8330.046,6.52432180957728,59.14,886.18,21.96,9.08,8.24660748288929,..,..,..,0.0,8330046.0,0.0,0.0,0.0
AGO,1981.0,African States,8631.456,6.76634876072832,60.07,970.34,21.76,9.3,8.22353153505597,..,..,..,0.0,8631456.0,0.0,0.0,0.0
AGO,1982.0,African States,8947.152,7.01985080612818,64.39,1101.74,21.54,9.16,8.19381356794454,..,..,..,0.0,8947152.0,0.0,0.0,0.0
AGO,1983.0,African States,9276.706,7.2856204379562,62.5,1080.08,22.04,9.42,8.15894588290697,..,..,..,0.0,9276706.0,0.0,0.0,0.0
AGO,1984.0,African States,9617.702,7.56069383171573,63.09,1170.75,21.73,9.67,8.08038932774259,..,..,..,0.0,9617702.0,0.0,0.0,0.0
AGO,1985.0,African States,9970.621,7.84400417101147,60.62,963.56,21.61,8.42,7.96526032344223,..,..,..,0.0,9970621.0,0.0,0.0,0.0
AGO,1986.0,African States,10332.574,8.13303120237427,63.85,1200.97,21.51,9.66,7.83002510306502,..,..,..,0.0,10332574.0,0.0,0.0,0.0
AGO,1987.0,African States,10694.057,8.42051656372824,62.09,1096.85,22.27,9.33,7.60613609318176,..,..,..,0.0,10694057.0,0.0,0.0,0.0
AGO,1988.0,African States,11060.26,8.71203256597417,64.58,1261.84,21.91,8.57,7.45913311834442,..,..,..,0.0,11060260.0,0.0,0.0,0.0
AGO,1989.0,African States,11439.498,9.01464827143659,62.01,1036.61,21.83,9.8,7.37663099019844,..,..,..,0.0,11439498.0,0.0,0.0,0.0
AGO,1990.0,African States,11828.638,9.32570786877356,63.88,1214.33,22.03,10.6,7.270748570535,3340.5984816713,..,..,0.0,11828638.0,0.0,0.0,0.0
AGO,1991.0,African States,12228.69,9.64428411005053,63.0,1128.38,21.85,9.8,7.15222343426205,3372.59696858821,..,..,0.0,12228690.0,0.0,0.0,0.0
AGO,1992.0,African States,12632.507,9.96527793374509,63.13,1088.7,21.81,9.55,6.9861491903721,3143.440610338,..,..,0.0,12632507.0,0.0,0.0,0.0
AGO,1993.0,African States,13038.27,10.2888706184327,64.32,1213.88,21.81,11.01,6.80604252797811,2369.24183154455,..,..,0.0,13038270.0,0.0,0.0,0.0
AGO,1994.0,African States,13462.031,10.6278687735622,61.48,1076.98,21.89,7.75,6.76586414530672,2374.02082091628,..,..,0.0,13462031.0,0.0,0.0,0.0
AGO,1995.0,African States,13912.252,10.9888329189059,61.81,1110.39,22.29,10.17,6.02228820982875,2695.80598498959,9000,3000,0.0,13912252.0,0.0,0.0,0.0
AGO,1996.0,African States,14383.35,11.3667867169327,59.67,1015.0,22.17,9.44,6.01147995245618,3013.33281304468,21000,3000,0.0,14383350.0,0.0,0.0,0.0
AGO,1997.0,African States,14871.146,11.759375150397,61.74,1126.56,22.04,9.25,5.96230262329532,3178.49480246135,45000,..,0.0,14871146.0,0.0,0.0,0.0
AGO,1998.0,African States,15366.864,12.1595973369696,61.28,1167.88,22.63,11.3,5.86191343605398,3254.24447466604,52000,..,0.0,15366864.0,0.0,0.0,0.0
AGO,1999.0,African States,15870.752,12.5669647870378,62.56,1226.6,21.82,10.45,5.75278640946365,3262.97552882462,45000,..,0.0,15870752.0,0.0,0.0,0.0
AGO,2000.0,African States,16394.062,12.9901892997513,61.86,1058.64,21.86,10.47,5.71683054079135,3326.77991383311,51000,..,0.0,16394062.000000002,0.0,0.0,0.0
AGO,2001.0,African States,16941.587,13.4332301275367,63.11,1159.24,21.88,9.24,5.69593562159316,3427.85394948502,67000,..,0.0,16941587.0,0.0,0.0,0.0
